addr	name	token	type	method	body_bytes	ranges
0x101ff03b8	SDV_StardewValley_CloudSync___c__DisplayClass38_1__DownloadCloudSave_b__1_06006933	0x06006933	StardewValley.CloudSync+<>c__DisplayClass38_1	<DownloadCloudSave>b__1	356	2
0x101ff0528	SDV_StardewValley_CloudSync___c__DisplayClass42_0__ctor_06006934	0x06006934	StardewValley.CloudSync+<>c__DisplayClass42_0	.ctor	4	1
0x101ff052c	SDV_StardewValley_CloudSync___c__DisplayClass42_0__QureryCloudSaves_b__0_06006935	0x06006935	StardewValley.CloudSync+<>c__DisplayClass42_0	<QureryCloudSaves>b__0	444	2
0x101ff06f4	SDV_StardewValley_CloudSync___c__DisplayClass42_1__ctor_06006936	0x06006936	StardewValley.CloudSync+<>c__DisplayClass42_1	.ctor	4	1
0x101ff06f8	SDV_StardewValley_CloudSync___c__DisplayClass42_1__QureryCloudSaves_b__1_06006937	0x06006937	StardewValley.CloudSync+<>c__DisplayClass42_1	<QureryCloudSaves>b__1	400	2
0x101ff0894	SDV_StardewValley_CloudSync___c__DisplayClass43_0__ctor_06006938	0x06006938	StardewValley.CloudSync+<>c__DisplayClass43_0	.ctor	4	1
0x101ff0898	SDV_StardewValley_CloudSync___c__DisplayClass43_0__DeleteCloudSaves_b__0_06006939	0x06006939	StardewValley.CloudSync+<>c__DisplayClass43_0	<DeleteCloudSaves>b__0	444	2
0x102056354	SDV_StardewValley_Util_CloneExtensions_ReferenceComparer_Equals_06006e54	0x06006e54	StardewValley.Util.CloneExtensions+ReferenceComparer	Equals	12	1
0x102056360	SDV_StardewValley_Util_CloneExtensions_ReferenceComparer_GetHashCode_06006e55	0x06006e55	StardewValley.Util.CloneExtensions+ReferenceComparer	GetHashCode	76	1
0x1020563ac	SDV_StardewValley_Util_CloneExtensions_ReferenceComparer__ctor_06006e56	0x06006e56	StardewValley.Util.CloneExtensions+ReferenceComparer	.ctor	4	1
0x1020563b0	SDV_StardewValley_Util_CloneExtensions_ArrayTraverse__ctor_06006e57	0x06006e57	StardewValley.Util.CloneExtensions+ArrayTraverse	.ctor	356	2
0x102056528	SDV_StardewValley_Util_CloneExtensions_ArrayTraverse_Step_06006e58	0x06006e58	StardewValley.Util.CloneExtensions+ArrayTraverse	Step	356	5
0x1020566b8	SDV_StardewValley_Util_CloneExtensions___c__cctor_06006e59	0x06006e59	StardewValley.Util.CloneExtensions+<>c	.cctor	112	1
0x102056728	SDV_StardewValley_Util_CloneExtensions___c__ctor_06006e5a	0x06006e5a	StardewValley.Util.CloneExtensions+<>c	.ctor	56	1
0x102056760	SDV_StardewValley_Util_CloneExtensions___c__RecursiveCopyBaseTypePrivateFields_b__6_0_06006e5b	0x06006e5b	StardewValley.Util.CloneExtensions+<>c	<RecursiveCopyBaseTypePrivateFields>b__6_0	80	1
0x1020567b0	SDV_StardewValley_Util_CloneExtensions___c__DisplayClass5_0__ctor_06006e5c	0x06006e5c	StardewValley.Util.CloneExtensions+<>c__DisplayClass5_0	.ctor	4	1
0x1020567b4	SDV_StardewValley_Util_CloneExtensions___c__DisplayClass5_0__InternalCopy_b__0_06006e5d	0x06006e5d	StardewValley.Util.CloneExtensions+<>c__DisplayClass5_0	<InternalCopy>b__0	144	2
0x1020694d8	SDV_StardewValley_Network_LoopbackServer___c__cctor_06006f92	0x06006f92	StardewValley.Network.LoopbackServer+<>c	.cctor	112	1
0x102069548	SDV_StardewValley_Network_LoopbackServer___c__ctor_06006f93	0x06006f93	StardewValley.Network.LoopbackServer+<>c	.ctor	56	1
0x102069580	SDV_StardewValley_Network_LoopbackServer___c__receiveMessages_b__27_1_06006f94	0x06006f94	StardewValley.Network.LoopbackServer+<>c	<receiveMessages>b__27_1	52	1
0x1020695b4	SDV_StardewValley_Network_LoopbackServer___c__DisplayClass27_0__ctor_06006f95	0x06006f95	StardewValley.Network.LoopbackServer+<>c__DisplayClass27_0	.ctor	4	1
0x1020695b8	SDV_StardewValley_Network_LoopbackServer___c__DisplayClass27_0__receiveMessages_b__0_06006f96	0x06006f96	StardewValley.Network.LoopbackServer+<>c__DisplayClass27_0	<receiveMessages>b__0	324	2
0x102069708	SDV_StardewValley_Network_LoopbackServer___c__DisplayClass27_0__receiveMessages_b__2_06006f97	0x06006f97	StardewValley.Network.LoopbackServer+<>c__DisplayClass27_0	<receiveMessages>b__2	112	1
0x102069778	SDV_StardewValley_Network_LoopbackServer___c__DisplayClass30_0__ctor_06006f98	0x06006f98	StardewValley.Network.LoopbackServer+<>c__DisplayClass30_0	.ctor	4	1
0x10206977c	SDV_StardewValley_Network_LoopbackServer___c__DisplayClass30_0__parseDataMessageFromClient_b__0_06006f99	0x06006f99	StardewValley.Network.LoopbackServer+<>c__DisplayClass30_0	<parseDataMessageFromClient>b__0	112	1
0x1020697ec	SDV_StardewValley_Network_LoopbackServer___c__DisplayClass30_1__ctor_06006f9a	0x06006f9a	StardewValley.Network.LoopbackServer+<>c__DisplayClass30_1	.ctor	4	1
0x1020697f0	SDV_StardewValley_Network_LoopbackServer___c__DisplayClass30_1__parseDataMessageFromClient_b__1_06006f9b	0x06006f9b	StardewValley.Network.LoopbackServer+<>c__DisplayClass30_1	<parseDataMessageFromClient>b__1	196	3
0x1020a6908	SDV_StardewValley_Menus_CoopGameMenu_CoopGameMenuSlot__ctor_060072c0	0x060072c0	StardewValley.Menus.CoopGameMenu+CoopGameMenuSlot	.ctor	116	1
0x1020a697c	SDV_StardewValley_Menus_CoopGameMenu_LabeledSlot__ctor_060072c1	0x060072c1	StardewValley.Menus.CoopGameMenu+LabeledSlot	.ctor	128	1
0x1020a69fc	SDV_StardewValley_Menus_CoopGameMenu_LabeledSlot_Draw_060072c3	0x060072c3	StardewValley.Menus.CoopGameMenu+LabeledSlot	Draw	360	3
0x1020a6b94	SDV_StardewValley_Menus_CoopGameMenu_LanSlot__ctor_060072c4	0x060072c4	StardewValley.Menus.CoopGameMenu+LanSlot	.ctor	192	1
0x1020a6c54	SDV_StardewValley_Menus_CoopGameMenu_LanSlot_Activate_060072c5	0x060072c5	StardewValley.Menus.CoopGameMenu+LanSlot	Activate	84	2
0x1020a6cb4	SDV_StardewValley_Menus_CoopGameMenu_InviteCodeSlot__ctor_060072c6	0x060072c6	StardewValley.Menus.CoopGameMenu+InviteCodeSlot	.ctor	192	1
0x1020a6d74	SDV_StardewValley_Menus_CoopGameMenu_InviteCodeSlot_Activate_060072c7	0x060072c7	StardewValley.Menus.CoopGameMenu+InviteCodeSlot	Activate	84	2
0x1020a6dd4	SDV_StardewValley_Menus_CoopGameMenu_HostNewFarmSlot__ctor_060072c8	0x060072c8	StardewValley.Menus.CoopGameMenu+HostNewFarmSlot	.ctor	216	1
0x1020a6eac	SDV_StardewValley_Menus_CoopGameMenu_HostNewFarmSlot_Activate_060072c9	0x060072c9	StardewValley.Menus.CoopGameMenu+HostNewFarmSlot	Activate	164	1
0x1020a6f50	SDV_StardewValley_Menus_CoopGameMenu_HostFileSlot__ctor_060072ca	0x060072ca	StardewValley.Menus.CoopGameMenu+HostFileSlot	.ctor	136	1
0x1020a6fd8	SDV_StardewValley_Menus_CoopGameMenu_HostFileSlot_Activate_060072cb	0x060072cb	StardewValley.Menus.CoopGameMenu+HostFileSlot	Activate	140	1
0x1020a7064	SDV_StardewValley_Menus_CoopGameMenu_HostFileSlot_drawSlotSaveNumber_060072cc	0x060072cc	StardewValley.Menus.CoopGameMenu+HostFileSlot	drawSlotSaveNumber	4	1
0x1020a7068	SDV_StardewValley_Menus_CoopGameMenu_HostFileSlot_slotName_060072cd	0x060072cd	StardewValley.Menus.CoopGameMenu+HostFileSlot	slotName	228	2
0x1020a7164	SDV_StardewValley_Menus_CoopGameMenu_HostFileSlot_slotSubName_060072ce	0x060072ce	StardewValley.Menus.CoopGameMenu+HostFileSlot	slotSubName	24	1
0x1020a71a8	SDV_StardewValley_Menus_CoopGameMenu_HostFileSlot_portraitOffset_060072cf	0x060072cf	StardewValley.Menus.CoopGameMenu+HostFileSlot	portraitOffset	60	1
0x1020a71e4	SDV_StardewValley_Menus_CoopGameMenu_FriendFarmData__ctor_060072d0	0x060072d0	StardewValley.Menus.CoopGameMenu+FriendFarmData	.ctor	4	1
0x1020a71e8	SDV_StardewValley_Menus_CoopGameMenu_FriendFarmSlot__ctor_060072d1	0x060072d1	StardewValley.Menus.CoopGameMenu+FriendFarmSlot	.ctor	128	1
0x1020a7268	SDV_StardewValley_Menus_CoopGameMenu_FriendFarmSlot_MatchAddress_060072d2	0x060072d2	StardewValley.Menus.CoopGameMenu+FriendFarmSlot	MatchAddress	72	1
0x1020a72d0	SDV_StardewValley_Menus_CoopGameMenu_FriendFarmSlot_Update_060072d3	0x060072d3	StardewValley.Menus.CoopGameMenu+FriendFarmSlot	Update	64	1
0x1020a7310	SDV_StardewValley_Menus_CoopGameMenu_FriendFarmSlot_Activate_060072d4	0x060072d4	StardewValley.Menus.CoopGameMenu+FriendFarmSlot	Activate	260	3
0x1020a7428	SDV_StardewValley_Menus_CoopGameMenu_FriendFarmSlot_slotName_060072d5	0x060072d5	StardewValley.Menus.CoopGameMenu+FriendFarmSlot	slotName	224	3
0x1020a751c	SDV_StardewValley_Menus_CoopGameMenu_FriendFarmSlot_drawSlotName_060072d6	0x060072d6	StardewValley.Menus.CoopGameMenu+FriendFarmSlot	drawSlotName	332	3
0x1020a7698	SDV_StardewValley_Menus_CoopGameMenu_FriendFarmSlot_drawSlotDate_060072d7	0x060072d7	StardewValley.Menus.CoopGameMenu+FriendFarmSlot	drawSlotDate	368	5
0x1020a7844	SDV_StardewValley_Menus_CoopGameMenu_FriendFarmSlot_drawSlotFarm_060072d8	0x060072d8	StardewValley.Menus.CoopGameMenu+FriendFarmSlot	drawSlotFarm	488	3
0x1020a7a68	SDV_StardewValley_Menus_CoopGameMenu_FriendFarmSlot_drawSlotOwnerName_060072d9	0x060072d9	StardewValley.Menus.CoopGameMenu+FriendFarmSlot	drawSlotOwnerName	524	4
0x1020a7cc8	SDV_StardewValley_Menus_CoopGameMenu_FriendFarmSlot_Draw_060072da	0x060072da	StardewValley.Menus.CoopGameMenu+FriendFarmSlot	Draw	164	1
0x1020a7d80	SDV_StardewValley_Menus_CoopGameMenu_LobbyUpdateCallback__ctor_060072db	0x060072db	StardewValley.Menus.CoopGameMenu+LobbyUpdateCallback	.ctor	64	1
0x1020a7dc0	SDV_StardewValley_Menus_CoopGameMenu_LobbyUpdateCallback_OnLobbyUpdate_060072dc	0x060072dc	StardewValley.Menus.CoopGameMenu+LobbyUpdateCallback	OnLobbyUpdate	76	1
0x1020a7e20	SDV_StardewValley_Menus_CoopGameMenu___c__cctor_060072dd	0x060072dd	StardewValley.Menus.CoopGameMenu+<>c	.cctor	112	1
0x1020a7e90	SDV_StardewValley_Menus_CoopGameMenu___c__ctor_060072de	0x060072de	StardewValley.Menus.CoopGameMenu+<>c	.ctor	56	1
0x1020a7ec8	SDV_StardewValley_Menus_CoopGameMenu___c__addSaveFiles_b__36_0_060072df	0x060072df	StardewValley.Menus.CoopGameMenu+<>c	<addSaveFiles>b__36_0	16	1
0x1020a8200	SDV_StardewValley_Menus_MobileCustomizer___c__cctor_060072e5	0x060072e5	StardewValley.Menus.MobileCustomizer+<>c	.cctor	112	1
0x1020a8270	SDV_StardewValley_Menus_MobileCustomizer___c__ctor_060072e6	0x060072e6	StardewValley.Menus.MobileCustomizer+<>c	.ctor	56	1
0x1020a82a8	SDV_StardewValley_Menus_MobileCustomizer___c___ctor_b__105_6_060072e7	0x060072e7	StardewValley.Menus.MobileCustomizer+<>c	<.ctor>b__105_6	92	1
0x1020a8318	SDV_StardewValley_Menus_MobileCustomizer___c___ctor_b__105_7_060072e8	0x060072e8	StardewValley.Menus.MobileCustomizer+<>c	<.ctor>b__105_7	92	1
0x1020a8388	SDV_StardewValley_Menus_MobileCustomizer___c__GetValidPantsIds_b__129_0_060072e9	0x060072e9	StardewValley.Menus.MobileCustomizer+<>c	<GetValidPantsIds>b__129_0	16	1
0x1020a83ac	SDV_StardewValley_Menus_MobileCustomizer___c__GetValidShirtIds_b__130_0_060072ea	0x060072ea	StardewValley.Menus.MobileCustomizer+<>c	<GetValidShirtIds>b__130_0	16	1
0x1020a83d0	SDV_StardewValley_Menus_MobileCustomizer___c__DisplayClass125_0__ctor_060072eb	0x060072eb	StardewValley.Menus.MobileCustomizer+<>c__DisplayClass125_0	.ctor	4	1
0x1020a83d4	SDV_StardewValley_Menus_MobileCustomizer___c__DisplayClass125_0__ShowAdvancedOptions_b__0_060072ec	0x060072ec	StardewValley.Menus.MobileCustomizer+<>c__DisplayClass125_0	<ShowAdvancedOptions>b__0	84	1
0x1020a8448	SDV_StardewValley_Menus_TutorialManager___c__DisplayClass64_0__ctor_060072ed	0x060072ed	StardewValley.Menus.TutorialManager+<>c__DisplayClass64_0	.ctor	4	1
0x1020a844c	SDV_StardewValley_Menus_TutorialManager___c__DisplayClass64_0__HandleChallengeDialogueResponse_b__0_060072ee	0x060072ee	StardewValley.Menus.TutorialManager+<>c__DisplayClass64_0	<HandleChallengeDialogueResponse>b__0	284	3
