token	declaring_type	field	attributes
0x04002183	StardewValley.Tools.Pan	finishEvent	Private, InitOnly
0x04002184	StardewValley.Tools.Pickaxe	hitMargin	Public, Static, Literal, HasDefault
0x04002185	StardewValley.Tools.Pickaxe	BoulderStrength	Public, Static, Literal, HasDefault
0x04002186	StardewValley.Tools.Pickaxe	boulderTileX	Private
0x04002187	StardewValley.Tools.Pickaxe	boulderTileY	Private
0x04002188	StardewValley.Tools.Pickaxe	hitsToBoulder	Private
0x04002189	StardewValley.Tools.Pickaxe	additionalPower	Public
0x0400218A	StardewValley.Tools.Shears	finishEvent	Private, InitOnly
0x0400218B	StardewValley.Tools.Shears	animal	Public
0x0400218C	StardewValley.Tools.Slingshot	basicDamage	Public, Static, Literal, HasDefault
0x0400218D	StardewValley.Tools.Slingshot	basicSlingshotId	Public, Static, Literal, HasDefault
0x0400218E	StardewValley.Tools.Slingshot	masterSlingshotId	Public, Static, Literal, HasDefault
0x0400218F	StardewValley.Tools.Slingshot	galaxySlingshotId	Public, Static, Literal, HasDefault
0x04002190	StardewValley.Tools.Slingshot	drawBackSoundThreshold	Public, Static, Literal, HasDefault
0x04002191	StardewValley.Tools.Slingshot	lastClickX	Public
0x04002192	StardewValley.Tools.Slingshot	lastClickY	Public
0x04002193	StardewValley.Tools.Slingshot	mouseDragAmount	Public
0x04002194	StardewValley.Tools.Slingshot	pullStartTime	Public
0x04002195	StardewValley.Tools.Slingshot	nextAutoFire	Public
0x04002196	StardewValley.Tools.Slingshot	canPlaySound	Public
0x04002197	StardewValley.Tools.Slingshot	finishEvent	Private, InitOnly
0x04002198	StardewValley.Tools.Slingshot	aimPos	Public, InitOnly
0x04002199	StardewValley.Tools.Slingshot	<TypeDefinitionId>k__BackingField	Private, InitOnly
0x0400219A	StardewValley.Tools.WateringCan	isBottomless	Public, InitOnly
0x0400219B	StardewValley.Tools.WateringCan	_emptyCanPlayed	Family
0x0400219C	StardewValley.Tools.WateringCan	waterCanMax	Public
0x0400219D	StardewValley.Tools.WateringCan	waterLeft	Private, InitOnly
0x0400219E	StardewValley.TokenizableStrings.TokenParser	Parsers	Private, Static, InitOnly
0x0400219F	StardewValley.TokenizableStrings.TokenParser	EscapedSpace	Private, Static, Literal, HasDefault
0x040021A0	StardewValley.TokenizableStrings.TokenParser	EscapedEmpty	Private, Static, Literal, HasDefault
0x040021A1	StardewValley.TokenizableStrings.TokenParser	EscapedEmptyStr	Private, Static, InitOnly
0x040021A2	StardewValley.TokenizableStrings.TokenParser	StartTokenChar	Assembly, Static, Literal, HasDefault
0x040021A3	StardewValley.TokenizableStrings.TokenParser	EndTokenChar	Assembly, Static, Literal, HasDefault
0x040021A4	StardewValley.TokenizableStrings.TokenParser	HeuristicCharactersForEscapableStrings	Assembly, Static, InitOnly
0x040021A5	StardewValley.Tests.SyntaxAbstractor	TextMarker	Public, Static, Literal, HasDefault
0x040021A6	StardewValley.Tests.SyntaxAbstractor	SyntaxHandlers	Public, InitOnly
0x040021A7	StardewValley.Tests.TranslationValidator	Abstractor	Private, InitOnly
0x040021A8	StardewValley.Tests.TranslationValidatorIssue	value__	Public, SpecialName, RTSpecialName
0x040021A9	StardewValley.Tests.TranslationValidatorIssue	MissingKey	Public, Static, Literal, HasDefault
0x040021AA	StardewValley.Tests.TranslationValidatorIssue	UnknownKey	Public, Static, Literal, HasDefault
0x040021AB	StardewValley.Tests.TranslationValidatorIssue	SyntaxMismatch	Public, Static, Literal, HasDefault
0x040021AC	StardewValley.Tests.TranslationValidatorIssue	MalformedSyntax	Public, Static, Literal, HasDefault
0x040021AD	StardewValley.Tests.TranslationValidatorResult	<Issue>k__BackingField	Private, InitOnly
0x040021AE	StardewValley.Tests.TranslationValidatorResult	<Key>k__BackingField	Private, InitOnly
0x040021AF	StardewValley.Tests.TranslationValidatorResult	<BaseSyntax>k__BackingField	Private, InitOnly
0x040021B0	StardewValley.Tests.TranslationValidatorResult	<BaseText>k__BackingField	Private, InitOnly
0x040021B1	StardewValley.Tests.TranslationValidatorResult	<TranslationSyntax>k__BackingField	Private, InitOnly
0x040021B2	StardewValley.Tests.TranslationValidatorResult	<TranslationText>k__BackingField	Private, InitOnly
0x040021B3	StardewValley.Tests.TranslationValidatorResult	<SuggestedError>k__BackingField	Private, InitOnly
0x040021B4	StardewValley.TerrainFeatures.Bush	shakeRate	Public, Static, Literal, HasDefault
0x040021B5	StardewValley.TerrainFeatures.Bush	shakeDecayRate	Public, Static, Literal, HasDefault
0x040021B6	StardewValley.TerrainFeatures.Bush	smallBush	Public, Static, Literal, HasDefault
0x040021B7	StardewValley.TerrainFeatures.Bush	mediumBush	Public, Static, Literal, HasDefault
0x040021B8	StardewValley.TerrainFeatures.Bush	largeBush	Public, Static, Literal, HasDefault
0x040021B9	StardewValley.TerrainFeatures.Bush	greenTeaBush	Public, Static, Literal, HasDefault
0x040021BA	StardewValley.TerrainFeatures.Bush	walnutBush	Public, Static, Literal, HasDefault
0x040021BB	StardewValley.TerrainFeatures.Bush	daysToMatureGreenTeaBush	Public, Static, Literal, HasDefault
0x040021BC	StardewValley.TerrainFeatures.Bush	size	Public, InitOnly
0x040021BD	StardewValley.TerrainFeatures.Bush	datePlanted	Public, InitOnly
0x040021BE	StardewValley.TerrainFeatures.Bush	tileSheetOffset	Public, InitOnly
0x040021BF	StardewValley.TerrainFeatures.Bush	health	Public
0x040021C0	StardewValley.TerrainFeatures.Bush	flipped	Public, InitOnly
0x040021C1	StardewValley.TerrainFeatures.Bush	townBush	Public, InitOnly
0x040021C2	StardewValley.TerrainFeatures.Bush	inPot	Public, InitOnly
0x040021C3	StardewValley.TerrainFeatures.Bush	drawShadow	Public, InitOnly
0x040021C4	StardewValley.TerrainFeatures.Bush	shakeLeft	Private
0x040021C5	StardewValley.TerrainFeatures.Bush	shakeRotation	Private
0x040021C6	StardewValley.TerrainFeatures.Bush	maxShake	Private
0x040021C7	StardewValley.TerrainFeatures.Bush	shakeTimer	Public
0x040021C8	StardewValley.TerrainFeatures.Bush	sourceRect	Public, InitOnly
0x040021C9	StardewValley.TerrainFeatures.Bush	uniqueSpawnMutex	Public
0x040021CA	StardewValley.TerrainFeatures.Bush	texture	Public, Static
0x040021CB	StardewValley.TerrainFeatures.Bush	shadowSourceRect	Public, Static
0x040021CC	StardewValley.TerrainFeatures.Bush	yDrawOffset	Private
0x040021CD	StardewValley.TerrainFeatures.CosmeticPlant	flipped	Public, InitOnly
0x040021CE	StardewValley.TerrainFeatures.CosmeticPlant	xOffset	Private, InitOnly
0x040021CF	StardewValley.TerrainFeatures.CosmeticPlant	yOffset	Private, InitOnly
0x040021D0	StardewValley.TerrainFeatures.Flooring	N	Public, Static, Literal, HasDefault
0x040021D1	StardewValley.TerrainFeatures.Flooring	E	Public, Static, Literal, HasDefault
0x040021D2	StardewValley.TerrainFeatures.Flooring	S	Public, Static, Literal, HasDefault
0x040021D3	StardewValley.TerrainFeatures.Flooring	W	Public, Static, Literal, HasDefault
0x040021D4	StardewValley.TerrainFeatures.Flooring	NE	Public, Static, Literal, HasDefault
0x040021D5	StardewValley.TerrainFeatures.Flooring	NW	Public, Static, Literal, HasDefault
0x040021D6	StardewValley.TerrainFeatures.Flooring	SE	Public, Static, Literal, HasDefault
0x040021D7	StardewValley.TerrainFeatures.Flooring	SW	Public, Static, Literal, HasDefault
0x040021D8	StardewValley.TerrainFeatures.Flooring	Cardinals	Public, Static, Literal, HasDefault
0x040021D9	StardewValley.TerrainFeatures.Flooring	N_Offset	Public, Static, InitOnly
0x040021DA	StardewValley.TerrainFeatures.Flooring	E_Offset	Public, Static, InitOnly
0x040021DB	StardewValley.TerrainFeatures.Flooring	S_Offset	Public, Static, InitOnly
0x040021DC	StardewValley.TerrainFeatures.Flooring	W_Offset	Public, Static, InitOnly
0x040021DD	StardewValley.TerrainFeatures.Flooring	NE_Offset	Public, Static, InitOnly
0x040021DE	StardewValley.TerrainFeatures.Flooring	NW_Offset	Public, Static, InitOnly
0x040021DF	StardewValley.TerrainFeatures.Flooring	SE_Offset	Public, Static, InitOnly
0x040021E0	StardewValley.TerrainFeatures.Flooring	SW_Offset	Public, Static, InitOnly
0x040021E1	StardewValley.TerrainFeatures.Flooring	wood	Public, Static, Literal, HasDefault
0x040021E2	StardewValley.TerrainFeatures.Flooring	stone	Public, Static, Literal, HasDefault
0x040021E3	StardewValley.TerrainFeatures.Flooring	ghost	Public, Static, Literal, HasDefault
0x040021E4	StardewValley.TerrainFeatures.Flooring	iceTile	Public, Static, Literal, HasDefault
0x040021E5	StardewValley.TerrainFeatures.Flooring	straw	Public, Static, Literal, HasDefault
0x040021E6	StardewValley.TerrainFeatures.Flooring	gravel	Public, Static, Literal, HasDefault
0x040021E7	StardewValley.TerrainFeatures.Flooring	boardwalk	Public, Static, Literal, HasDefault
0x040021E8	StardewValley.TerrainFeatures.Flooring	colored_cobblestone	Public, Static, Literal, HasDefault
0x040021E9	StardewValley.TerrainFeatures.Flooring	cobblestone	Public, Static, Literal, HasDefault
0x040021EA	StardewValley.TerrainFeatures.Flooring	steppingStone	Public, Static, Literal, HasDefault
0x040021EB	StardewValley.TerrainFeatures.Flooring	brick	Public, Static, Literal, HasDefault
0x040021EC	StardewValley.TerrainFeatures.Flooring	plankFlooring	Public, Static, Literal, HasDefault
0x040021ED	StardewValley.TerrainFeatures.Flooring	townFlooring	Public, Static, Literal, HasDefault
0x040021EE	StardewValley.TerrainFeatures.Flooring	floorTexture	Public
0x040021EF	StardewValley.TerrainFeatures.Flooring	floorTextureWinter	Public
0x040021F0	StardewValley.TerrainFeatures.Flooring	drawGuide	Public, Static
0x040021F1	StardewValley.TerrainFeatures.Flooring	drawGuideList	Public, Static
0x040021F2	StardewValley.TerrainFeatures.Flooring	whichFloor	Public, InitOnly
0x040021F3	StardewValley.TerrainFeatures.Flooring	whichView	Public, InitOnly
0x040021F4	StardewValley.TerrainFeatures.Flooring	neighborMask	Private
0x040021F5	StardewValley.TerrainFeatures.Flooring	_FloorPathItemLookup	Family, Static
0x040021F6	StardewValley.TerrainFeatures.Flooring	_offsets	Private, Static, InitOnly
0x040021F7	StardewValley.TerrainFeatures.Flooring	_neighbors	Private
0x040021F8	StardewValley.TerrainFeatures.FruitTree	DefaultTextureName	Public, Static, Literal, HasDefault
0x040021F9	StardewValley.TerrainFeatures.FruitTree	shakeRate	Public, Static, Literal, HasDefault
0x040021FA	StardewValley.TerrainFeatures.FruitTree	shakeDecayRate	Public, Static, Literal, HasDefault
0x040021FB	StardewValley.TerrainFeatures.FruitTree	minWoodDebrisForFallenTree	Public, Static, Literal, HasDefault
0x040021FC	StardewValley.TerrainFeatures.FruitTree	minWoodDebrisForStump	Public, Static, Literal, HasDefault
0x040021FD	StardewValley.TerrainFeatures.FruitTree	startingHealth	Public, Static, Literal, HasDefault
0x040021FE	StardewValley.TerrainFeatures.FruitTree	leafFallRate	Public, Static, Literal, HasDefault
0x040021FF	StardewValley.TerrainFeatures.FruitTree	DaysUntilMaturity	Public, Static, Literal, HasDefault
0x04002200	StardewValley.TerrainFeatures.FruitTree	maxFruitsOnTrees	Public, Static, Literal, HasDefault
0x04002201	StardewValley.TerrainFeatures.FruitTree	seedStage	Public, Static, Literal, HasDefault
0x04002202	StardewValley.TerrainFeatures.FruitTree	sproutStage	Public, Static, Literal, HasDefault
0x04002203	StardewValley.TerrainFeatures.FruitTree	saplingStage	Public, Static, Literal, HasDefault
0x04002204	StardewValley.TerrainFeatures.FruitTree	bushStage	Public, Static, Literal, HasDefault
0x04002205	StardewValley.TerrainFeatures.FruitTree	treeStage	Public, Static, Literal, HasDefault
0x04002206	StardewValley.TerrainFeatures.FruitTree	<textureName>k__BackingField	Private
0x04002207	StardewValley.TerrainFeatures.FruitTree	texture	Public
0x04002208	StardewValley.TerrainFeatures.FruitTree	growthStage	Public, InitOnly
0x04002209	StardewValley.TerrainFeatures.FruitTree	obsolete_treeType	Public
0x0400220A	StardewValley.TerrainFeatures.FruitTree	treeId	Public, InitOnly
0x0400220B	StardewValley.TerrainFeatures.FruitTree	daysUntilMature	Public, InitOnly
0x0400220C	StardewValley.TerrainFeatures.FruitTree	obsolete_fruitsOnTree	Public
0x0400220D	StardewValley.TerrainFeatures.FruitTree	fruit	Public, InitOnly
0x0400220E	StardewValley.TerrainFeatures.FruitTree	struckByLightningCountdown	Public, InitOnly
0x0400220F	StardewValley.TerrainFeatures.FruitTree	health	Public, InitOnly
0x04002210	StardewValley.TerrainFeatures.FruitTree	flipped	Public, InitOnly
0x04002211	StardewValley.TerrainFeatures.FruitTree	stump	Public, InitOnly
0x04002212	StardewValley.TerrainFeatures.FruitTree	greenHouseTileTree	Public, InitOnly
0x04002213	StardewValley.TerrainFeatures.FruitTree	shakeLeft	Public, InitOnly
0x04002214	StardewValley.TerrainFeatures.FruitTree	falling	Public, InitOnly
0x04002215	StardewValley.TerrainFeatures.FruitTree	destroy	Public
0x04002216	StardewValley.TerrainFeatures.FruitTree	shakeRotation	Public
0x04002217	StardewValley.TerrainFeatures.FruitTree	maxShake	Public
0x04002218	StardewValley.TerrainFeatures.FruitTree	alpha	Public
0x04002219	StardewValley.TerrainFeatures.FruitTree	leaves	Private
0x0400221A	StardewValley.TerrainFeatures.FruitTree	lastPlayerToHit	Public, InitOnly
0x0400221B	StardewValley.TerrainFeatures.FruitTree	shakeTimer	Public
0x0400221C	StardewValley.TerrainFeatures.FruitTree	growthRate	Public, InitOnly
0x0400221D	StardewValley.TerrainFeatures.GiantCrop	CacheByCropId	Private, Static, InitOnly
0x0400221E	StardewValley.TerrainFeatures.GiantCrop	CacheTick	Private, Static
0x0400221F	StardewValley.TerrainFeatures.GiantCrop	netId	Public, InitOnly
0x04002220	StardewValley.TerrainFeatures.Grass	defaultShakeRate	Public, Static, Literal, HasDefault
0x04002221	StardewValley.TerrainFeatures.Grass	maximumShake	Public, Static, Literal, HasDefault
0x04002222	StardewValley.TerrainFeatures.Grass	shakeDecayRate	Public, Static, Literal, HasDefault
0x04002223	StardewValley.TerrainFeatures.Grass	springGrass	Public, Static, Literal, HasDefault
0x04002224	StardewValley.TerrainFeatures.Grass	caveGrass	Public, Static, Literal, HasDefault
0x04002225	StardewValley.TerrainFeatures.Grass	frostGrass	Public, Static, Literal, HasDefault
0x04002226	StardewValley.TerrainFeatures.Grass	lavaGrass	Public, Static, Literal, HasDefault
0x04002227	StardewValley.TerrainFeatures.Grass	caveGrass2	Public, Static, Literal, HasDefault
0x04002228	StardewValley.TerrainFeatures.Grass	cobweb	Public, Static, Literal, HasDefault
0x04002229	StardewValley.TerrainFeatures.Grass	blueGrass	Public, Static, Literal, HasDefault
0x0400222A	StardewValley.TerrainFeatures.Grass	grassSound	Public, Static
0x0400222B	StardewValley.TerrainFeatures.Grass	grassType	Public, InitOnly
0x0400222C	StardewValley.TerrainFeatures.Grass	shakeLeft	Private
0x0400222D	StardewValley.TerrainFeatures.Grass	shakeRotation	Family
0x0400222E	StardewValley.TerrainFeatures.Grass	maxShake	Family
0x0400222F	StardewValley.TerrainFeatures.Grass	shakeRate	Family
0x04002230	StardewValley.TerrainFeatures.Grass	numberOfWeeds	Public, InitOnly
0x04002231	StardewValley.TerrainFeatures.Grass	grassSourceOffset	Public, InitOnly
0x04002232	StardewValley.TerrainFeatures.Grass	grassBladeHealth	Private
0x04002233	StardewValley.TerrainFeatures.Grass	texture	Public
0x04002234	StardewValley.TerrainFeatures.Grass	whichWeed	Private
0x04002235	StardewValley.TerrainFeatures.Grass	offset1	Private
0x04002236	StardewValley.TerrainFeatures.Grass	offset2	Private
0x04002237	StardewValley.TerrainFeatures.Grass	offset3	Private
0x04002238	StardewValley.TerrainFeatures.Grass	offset4	Private
0x04002239	StardewValley.TerrainFeatures.Grass	flip	Private
0x0400223A	StardewValley.TerrainFeatures.Grass	shakeRandom	Private
0x0400223B	StardewValley.TerrainFeatures.HoeDirt	defaultShakeRate	Public, Static, Literal, HasDefault
0x0400223C	StardewValley.TerrainFeatures.HoeDirt	maximumShake	Public, Static, Literal, HasDefault
0x0400223D	StardewValley.TerrainFeatures.HoeDirt	shakeDecayRate	Public, Static, Literal, HasDefault
0x0400223E	StardewValley.TerrainFeatures.HoeDirt	N	Public, Static, Literal, HasDefault
0x0400223F	StardewValley.TerrainFeatures.HoeDirt	E	Public, Static, Literal, HasDefault
0x04002240	StardewValley.TerrainFeatures.HoeDirt	S	Public, Static, Literal, HasDefault
0x04002241	StardewValley.TerrainFeatures.HoeDirt	W	Public, Static, Literal, HasDefault
0x04002242	StardewValley.TerrainFeatures.HoeDirt	Cardinals	Public, Static, Literal, HasDefault
0x04002243	StardewValley.TerrainFeatures.HoeDirt	N_Offset	Public, Static, InitOnly
0x04002244	StardewValley.TerrainFeatures.HoeDirt	E_Offset	Public, Static, InitOnly
0x04002245	StardewValley.TerrainFeatures.HoeDirt	S_Offset	Public, Static, InitOnly
0x04002246	StardewValley.TerrainFeatures.HoeDirt	W_Offset	Public, Static, InitOnly
0x04002247	StardewValley.TerrainFeatures.HoeDirt	paddyGrowBonus	Public, Static, Literal, HasDefault
0x04002248	StardewValley.TerrainFeatures.HoeDirt	dry	Public, Static, Literal, HasDefault
0x04002249	StardewValley.TerrainFeatures.HoeDirt	watered	Public, Static, Literal, HasDefault
0x0400224A	StardewValley.TerrainFeatures.HoeDirt	invisible	Public, Static, Literal, HasDefault
0x0400224B	StardewValley.TerrainFeatures.HoeDirt	fertilizerLowQualityID	Public, Static, Literal, HasDefault
0x0400224C	StardewValley.TerrainFeatures.HoeDirt	fertilizerHighQualityID	Public, Static, Literal, HasDefault
0x0400224D	StardewValley.TerrainFeatures.HoeDirt	waterRetentionSoilID	Public, Static, Literal, HasDefault
0x0400224E	StardewValley.TerrainFeatures.HoeDirt	waterRetentionSoilQualityID	Public, Static, Literal, HasDefault
0x0400224F	StardewValley.TerrainFeatures.HoeDirt	speedGroID	Public, Static, Literal, HasDefault
0x04002250	StardewValley.TerrainFeatures.HoeDirt	superSpeedGroID	Public, Static, Literal, HasDefault
0x04002251	StardewValley.TerrainFeatures.HoeDirt	hyperSpeedGroID	Public, Static, Literal, HasDefault
0x04002252	StardewValley.TerrainFeatures.HoeDirt	fertilizerDeluxeQualityID	Public, Static, Literal, HasDefault
0x04002253	StardewValley.TerrainFeatures.HoeDirt	waterRetentionSoilDeluxeID	Public, Static, Literal, HasDefault
0x04002254	StardewValley.TerrainFeatures.HoeDirt	fertilizerLowQualityQID	Public, Static, Literal, HasDefault
0x04002255	StardewValley.TerrainFeatures.HoeDirt	fertilizerHighQualityQID	Public, Static, Literal, HasDefault
0x04002256	StardewValley.TerrainFeatures.HoeDirt	waterRetentionSoilQID	Public, Static, Literal, HasDefault
0x04002257	StardewValley.TerrainFeatures.HoeDirt	waterRetentionSoilQualityQID	Public, Static, Literal, HasDefault
0x04002258	StardewValley.TerrainFeatures.HoeDirt	speedGroQID	Public, Static, Literal, HasDefault
0x04002259	StardewValley.TerrainFeatures.HoeDirt	superSpeedGroQID	Public, Static, Literal, HasDefault
0x0400225A	StardewValley.TerrainFeatures.HoeDirt	hyperSpeedGroQID	Public, Static, Literal, HasDefault
0x0400225B	StardewValley.TerrainFeatures.HoeDirt	fertilizerDeluxeQualityQID	Public, Static, Literal, HasDefault
0x0400225C	StardewValley.TerrainFeatures.HoeDirt	waterRetentionSoilDeluxeQID	Public, Static, Literal, HasDefault
0x0400225D	StardewValley.TerrainFeatures.HoeDirt	lightTexture	Public, Static
0x0400225E	StardewValley.TerrainFeatures.HoeDirt	darkTexture	Public, Static
0x0400225F	StardewValley.TerrainFeatures.HoeDirt	snowTexture	Public, Static
0x04002260	StardewValley.TerrainFeatures.HoeDirt	netCrop	Private, InitOnly
0x04002261	StardewValley.TerrainFeatures.HoeDirt	drawGuide	Public, Static
0x04002262	StardewValley.TerrainFeatures.HoeDirt	state	Public, InitOnly
0x04002263	StardewValley.TerrainFeatures.HoeDirt	fertilizer	Public, InitOnly
0x04002264	StardewValley.TerrainFeatures.HoeDirt	shakeLeft	Private
0x04002265	StardewValley.TerrainFeatures.HoeDirt	shakeRotation	Private
0x04002266	StardewValley.TerrainFeatures.HoeDirt	maxShake	Private
0x04002267	StardewValley.TerrainFeatures.HoeDirt	shakeRate	Private
0x04002268	StardewValley.TerrainFeatures.HoeDirt	c	Private, InitOnly
0x04002269	StardewValley.TerrainFeatures.HoeDirt	queuedActions	Private
0x0400226A	StardewValley.TerrainFeatures.HoeDirt	neighborMask	Private
0x0400226B	StardewValley.TerrainFeatures.HoeDirt	wateredNeighborMask	Private
0x0400226C	StardewValley.TerrainFeatures.HoeDirt	nearWaterForPaddy	Public
0x0400226D	StardewValley.TerrainFeatures.HoeDirt	drawSum	Private
0x0400226E	StardewValley.TerrainFeatures.HoeDirt	sourceRectPosition	Private
0x0400226F	StardewValley.TerrainFeatures.HoeDirt	wateredRectPosition	Private
0x04002270	StardewValley.TerrainFeatures.HoeDirt	<Pot>k__BackingField	Private
0x04002271	StardewValley.TerrainFeatures.HoeDirt	texture	Private
0x04002272	StardewValley.TerrainFeatures.HoeDirt	_offsets	Private, Static, InitOnly
0x04002273	StardewValley.TerrainFeatures.HoeDirt	_neighbors	Private
0x04002274	StardewValley.TerrainFeatures.HoeDirtFertilizerApplyStatus	value__	Public, SpecialName, RTSpecialName
0x04002275	StardewValley.TerrainFeatures.HoeDirtFertilizerApplyStatus	Okay	Public, Static, Literal, HasDefault
0x04002276	StardewValley.TerrainFeatures.HoeDirtFertilizerApplyStatus	HasThisFertilizer	Public, Static, Literal, HasDefault
0x04002277	StardewValley.TerrainFeatures.HoeDirtFertilizerApplyStatus	HasAnotherFertilizer	Public, Static, Literal, HasDefault
0x04002278	StardewValley.TerrainFeatures.HoeDirtFertilizerApplyStatus	CropAlreadySprouted	Public, Static, Literal, HasDefault
0x04002279	StardewValley.TerrainFeatures.LargeTerrainFeature	netTilePosition	Public, InitOnly
0x0400227A	StardewValley.TerrainFeatures.LargeTerrainFeature	isDestroyedByNPCTrample	Public
0x0400227B	StardewValley.TerrainFeatures.ResourceClump	greenRainBush1Index	Public, Static, Literal, HasDefault
0x0400227C	StardewValley.TerrainFeatures.ResourceClump	greenRainBush2Index	Public, Static, Literal, HasDefault
0x0400227D	StardewValley.TerrainFeatures.ResourceClump	stumpIndex	Public, Static, Literal, HasDefault
0x0400227E	StardewValley.TerrainFeatures.ResourceClump	hollowLogIndex	Public, Static, Literal, HasDefault
0x0400227F	StardewValley.TerrainFeatures.ResourceClump	meteoriteIndex	Public, Static, Literal, HasDefault
0x04002280	StardewValley.TerrainFeatures.ResourceClump	boulderIndex	Public, Static, Literal, HasDefault
0x04002281	StardewValley.TerrainFeatures.ResourceClump	mineRock1Index	Public, Static, Literal, HasDefault
0x04002282	StardewValley.TerrainFeatures.ResourceClump	mineRock2Index	Public, Static, Literal, HasDefault
0x04002283	StardewValley.TerrainFeatures.ResourceClump	mineRock3Index	Public, Static, Literal, HasDefault
0x04002284	StardewValley.TerrainFeatures.ResourceClump	mineRock4Index	Public, Static, Literal, HasDefault
0x04002285	StardewValley.TerrainFeatures.ResourceClump	quarryBoulderIndex	Public, Static, Literal, HasDefault
0x04002286	StardewValley.TerrainFeatures.ResourceClump	width	Public, InitOnly
0x04002287	StardewValley.TerrainFeatures.ResourceClump	height	Public, InitOnly
0x04002288	StardewValley.TerrainFeatures.ResourceClump	parentSheetIndex	Public, InitOnly
0x04002289	StardewValley.TerrainFeatures.ResourceClump	textureName	Public, InitOnly
0x0400228A	StardewValley.TerrainFeatures.ResourceClump	health	Public, InitOnly
0x0400228B	StardewValley.TerrainFeatures.ResourceClump	netTile	Public, InitOnly
0x0400228C	StardewValley.TerrainFeatures.ResourceClump	shakeTimer	Public
0x0400228D	StardewValley.TerrainFeatures.ResourceClump	texture	Private
0x0400228E	StardewValley.TerrainFeatures.ResourceClump	lastToolHitTicker	Private
0x0400228F	StardewValley.TerrainFeatures.Tent	health	Public, InitOnly
0x04002290	StardewValley.TerrainFeatures.Tent	invincTimer	Private
0x04002291	StardewValley.TerrainFeatures.Tent	shakeOffset	Private
0x04002292	StardewValley.TerrainFeatures.Tent	goingToSleep	Private
0x04002293	StardewValley.TerrainFeatures.Tent	lastTentTouchedByPlayer	Public, Static
0x04002294	StardewValley.TerrainFeatures.TerrainFeature	NeedsTick	Public, InitOnly
0x04002295	StardewValley.TerrainFeatures.TerrainFeature	isTemporarilyInvisible	Public
0x04002296	StardewValley.TerrainFeatures.TerrainFeature	_needsUpdate	Family
0x04002297	StardewValley.TerrainFeatures.TerrainFeature	<Location>k__BackingField	Private
0x04002298	StardewValley.TerrainFeatures.TerrainFeature	<Tile>k__BackingField	Private
0x04002299	StardewValley.TerrainFeatures.TerrainFeature	<modData>k__BackingField	Private, InitOnly
0x0400229A	StardewValley.TerrainFeatures.TerrainFeature	<NetFields>k__BackingField	Private, InitOnly
0x0400229B	StardewValley.TerrainFeatures.Leaf	position	Public
0x0400229C	StardewValley.TerrainFeatures.Leaf	rotation	Public
0x0400229D	StardewValley.TerrainFeatures.Leaf	rotationRate	Public
0x0400229E	StardewValley.TerrainFeatures.Leaf	yVelocity	Public
0x0400229F	StardewValley.TerrainFeatures.Leaf	type	Public
0x040022A0	StardewValley.TerrainFeatures.Tree	_WildTreeData	Family, Static
0x040022A1	StardewValley.TerrainFeatures.Tree	_WildTreeSeedLookup	Family, Static
0x040022A2	StardewValley.TerrainFeatures.Tree	chanceForDailySeed	Public, Static, Literal, HasDefault
0x040022A3	StardewValley.TerrainFeatures.Tree	shakeRate	Public, Static, Literal, HasDefault
0x040022A4	StardewValley.TerrainFeatures.Tree	shakeDecayRate	Public, Static, Literal, HasDefault
0x040022A5	StardewValley.TerrainFeatures.Tree	minWoodDebrisForFallenTree	Public, Static, Literal, HasDefault
0x040022A6	StardewValley.TerrainFeatures.Tree	minWoodDebrisForStump	Public, Static, Literal, HasDefault
0x040022A7	StardewValley.TerrainFeatures.Tree	startingHealth	Public, Static, Literal, HasDefault
0x040022A8	StardewValley.TerrainFeatures.Tree	leafFallRate	Public, Static, Literal, HasDefault
0x040022A9	StardewValley.TerrainFeatures.Tree	stageForMossGrowth	Public, Static, Literal, HasDefault
0x040022AA	StardewValley.TerrainFeatures.Tree	bushyTree	Public, Static, Literal, HasDefault
0x040022AB	StardewValley.TerrainFeatures.Tree	leafyTree	Public, Static, Literal, HasDefault
0x040022AC	StardewValley.TerrainFeatures.Tree	pineTree	Public, Static, Literal, HasDefault
0x040022AD	StardewValley.TerrainFeatures.Tree	winterTree1	Public, Static, Literal, HasDefault
0x040022AE	StardewValley.TerrainFeatures.Tree	winterTree2	Public, Static, Literal, HasDefault
0x040022AF	StardewValley.TerrainFeatures.Tree	palmTree	Public, Static, Literal, HasDefault
0x040022B0	StardewValley.TerrainFeatures.Tree	mushroomTree	Public, Static, Literal, HasDefault
0x040022B1	StardewValley.TerrainFeatures.Tree	mahoganyTree	Public, Static, Literal, HasDefault
0x040022B2	StardewValley.TerrainFeatures.Tree	palmTree2	Public, Static, Literal, HasDefault
0x040022B3	StardewValley.TerrainFeatures.Tree	greenRainTreeBushy	Public, Static, Literal, HasDefault
0x040022B4	StardewValley.TerrainFeatures.Tree	greenRainTreeLeafy	Public, Static, Literal, HasDefault
0x040022B5	StardewValley.TerrainFeatures.Tree	greenRainTreeFern	Public, Static, Literal, HasDefault
0x040022B6	StardewValley.TerrainFeatures.Tree	mysticTree	Public, Static, Literal, HasDefault
0x040022B7	StardewValley.TerrainFeatures.Tree	seedStage	Public, Static, Literal, HasDefault
0x040022B8	StardewValley.TerrainFeatures.Tree	sproutStage	Public, Static, Literal, HasDefault
