token	type	attributes	methods	fields	properties	nested
0x02000596	StardewValley.Network.Compress.INetCompression	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	3	0	0	0
0x02000597	StardewValley.Network.Compress.LZ4NetCompression	BeforeFieldInit	5	1	0	0
0x02000598	StardewValley.Network.Compress.NullNetCompression	BeforeFieldInit	4	0	0	0
0x02000599	StardewValley.Network.ChestHit.ChestHitArgs	Public, Sealed, BeforeFieldInit	1	8	0	0
0x0200059A	StardewValley.Network.ChestHit.ChestHitSynchronizer	Public, Sealed, BeforeFieldInit	12	2	0	0
0x0200059B	StardewValley.Network.ChestHit.ChestHitTimer	Public, Sealed, BeforeFieldInit	2	2	0	0
0x0200059C	StardewValley.Network.ChestHit.Internal.ChestHitMessageType	Sealed	0	4	0	0
0x0200059D	StardewValley.NativeClipboard.ClipboardPlatformType	Sealed	0	5	0	0
0x0200059E	StardewValley.Monsters.AngryRoger	Public, BeforeFieldInit	10	8	0	0
0x0200059F	StardewValley.Monsters.Bat	Public, BeforeFieldInit	13	20	0	0
0x020005A0	StardewValley.Monsters.BigSlime	Public, BeforeFieldInit	12	3	0	0
0x020005A1	StardewValley.Monsters.BlueSquid	Public, BeforeFieldInit	12	8	0	0
0x020005A2	StardewValley.Monsters.Bug	Public, BeforeFieldInit	14	1	0	0
0x020005A3	StardewValley.Monsters.DinoMonster	Public, BeforeFieldInit	14	10	0	2
0x020005A4	StardewValley.Monsters.Duggy	Public, BeforeFieldInit	10	0	0	0
0x020005A5	StardewValley.Monsters.DustSpirit	Public, BeforeFieldInit	11	5	0	1
0x020005A6	StardewValley.Monsters.DwarvishSentry	Public, BeforeFieldInit	8	2	0	0
0x020005A7	StardewValley.Monsters.Fly	Public, BeforeFieldInit	11	9	0	0
0x020005A8	StardewValley.Monsters.Ghost	Public, BeforeFieldInit	16	12	0	1
0x020005A9	StardewValley.Monsters.GreenSlime	Public, BeforeFieldInit	25	29	0	1
0x020005AA	StardewValley.Monsters.Grub	Public, BeforeFieldInit	13	6	0	0
0x020005AB	StardewValley.Monsters.HotHead	Public, BeforeFieldInit	8	3	0	0
0x020005AC	StardewValley.Monsters.LavaLurk	Public, BeforeFieldInit	19	15	0	1
0x020005AD	StardewValley.Monsters.Leaper	Public, BeforeFieldInit	17	6	0	0
0x020005AE	StardewValley.Monsters.MetalHead	Public, BeforeFieldInit	11	1	0	0
0x020005AF	StardewValley.Monsters.ParryEventArgs	BeforeFieldInit	6	2	1	0
0x020005B0	StardewValley.Monsters.Monster	Public, BeforeFieldInit	69	41	10	1
0x020005B1	StardewValley.Monsters.Mummy	Public, BeforeFieldInit	17	4	0	0
0x020005B2	StardewValley.Monsters.RockCrab	Public, BeforeFieldInit	13	4	1	0
0x020005B3	StardewValley.Monsters.RockGolem	Public, BeforeFieldInit	15	1	0	0
0x020005B4	StardewValley.Monsters.Serpent	Public, BeforeFieldInit	18	7	0	0
0x020005B5	StardewValley.Monsters.ShadowBrute	Public, BeforeFieldInit	7	0	0	0
0x020005B6	StardewValley.Monsters.ShadowGirl	Public, BeforeFieldInit	8	3	0	0
0x020005B7	StardewValley.Monsters.ShadowGuy	Public, BeforeFieldInit	9	8	0	0
0x020005B8	StardewValley.Monsters.ShadowShaman	Public, BeforeFieldInit	10	6	0	0
0x020005B9	StardewValley.Monsters.Shooter	Public, BeforeFieldInit	16	16	0	0
0x020005BA	StardewValley.Monsters.Skeleton	Public, BeforeFieldInit	12	4	0	0
0x020005BB	StardewValley.Monsters.Spiker	Public, BeforeFieldInit	9	4	0	0
0x020005BC	StardewValley.Monsters.SquidKid	Public, BeforeFieldInit	15	6	0	0
0x020005BD	StardewValley.Mods.ModDataDictionary	Public, BeforeFieldInit	4	0	0	0
0x020005BE	StardewValley.Mods.ModHooks	Public, BeforeFieldInit	16	0	0	0
0x020005BF	StardewValley.Mods.RenderSteps	Public, Sealed	0	21	0	0
0x020005C0	StardewValley.Minigames.AbigailGame	Public, BeforeFieldInit	68	194	1	9
0x020005C1	StardewValley.Minigames.BoatJourney	Public, BeforeFieldInit	25	21	0	6
0x020005C2	StardewValley.Minigames.CalicoJack	Public, BeforeFieldInit	21	28	0	0
0x020005C3	StardewValley.Minigames.CraneGame	Public, BeforeFieldInit	30	17	0	13
0x020005C4	StardewValley.Minigames.Darts	Public, BeforeFieldInit	31	37	0	2
0x020005C5	StardewValley.Minigames.FantasyBoardGame	Public, BeforeFieldInit	20	11	0	0
0x020005C6	StardewValley.Minigames.FishingGame	Public, BeforeFieldInit	28	15	0	0
0x020005C7	StardewValley.Minigames.GrandpaStory	Public, BeforeFieldInit	21	32	0	0
0x020005C8	StardewValley.Minigames.HaleyCowPictures	Public, BeforeFieldInit	18	10	0	0
0x020005C9	StardewValley.Minigames.Intro	Public, BeforeFieldInit	24	55	0	1
0x020005CA	StardewValley.Minigames.MaruComet	Public, BeforeFieldInit	18	17	0	0
0x020005CB	StardewValley.Minigames.MineCart	Public, BeforeFieldInit	82	115	2	46
0x020005CC	StardewValley.Minigames.IMinigame	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	17	0	0	0
0x020005CD	StardewValley.Minigames.NetLeaderboards	Public, BeforeFieldInit	6	3	1	1
0x020005CE	StardewValley.Minigames.NetLeaderboardsEntry	Public, BeforeFieldInit	4	3	1	0
0x020005CF	StardewValley.Minigames.PlaneFlyBy	Public, BeforeFieldInit	19	7	0	1
0x020005D0	StardewValley.Minigames.RobotBlastoff	Public, BeforeFieldInit	19	8	0	1
0x020005D1	StardewValley.Minigames.Slots	Public, BeforeFieldInit	22	17	0	0
0x020005D2	StardewValley.Minigames.TargetGame	Public, BeforeFieldInit	26	19	0	2
0x020005D3	StardewValley.Minigames.TelescopeScene	Public, BeforeFieldInit	18	5	0	0
0x020005D4	StardewValley.Minigames.Test	Public, BeforeFieldInit	19	1	0	0
0x020005D5	StardewValley.Logging.CheatCommandChatLogger	Public, BeforeFieldInit	6	1	0	0
0x020005D6	StardewValley.Logging.DefaultLogger	BeforeFieldInit	12	5	3	0
0x020005D7	StardewValley.Logging.IGameLogger	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	5	0	0	0
0x020005D8	StardewValley.Locations.AbandonedJojaMart	Public, BeforeFieldInit	8	2	0	1
0x020005D9	StardewValley.Locations.AdventureGuild	Public, BeforeFieldInit	14	2	0	2
0x020005DA	StardewValley.Locations.BathHousePool	Public, BeforeFieldInit	7	9	0	0
0x020005DB	StardewValley.Locations.Beach	Public, BeforeFieldInit	25	4	0	1
0x020005DC	StardewValley.Locations.BeachNightMarket	Public, BeforeFieldInit	13	5	0	0
0x020005DD	StardewValley.Locations.BoatTunnel	Public, BeforeFieldInit	24	25	1	2
0x020005DE	StardewValley.Locations.BugLand	Public, BeforeFieldInit	6	1	0	1
0x020005DF	StardewValley.Locations.BusStop	Public, BeforeFieldInit	21	14	1	0
0x020005E0	StardewValley.Locations.Cabin	Public, BeforeFieldInit	20	3	1	2
0x020005E1	StardewValley.Locations.Caldera	Public, BeforeFieldInit	12	2	0	0
0x020005E2	StardewValley.Locations.Cellar	Public, BeforeFieldInit	5	0	0	1
0x020005E3	StardewValley.Locations.Club	Public, BeforeFieldInit	5	3	0	0
0x020005E4	StardewValley.Locations.CommunityCenter	Public, BeforeFieldInit	65	35	2	3
0x020005E5	StardewValley.Locations.DecorationFacade	Public, BeforeFieldInit	14	4	2	3
0x020005E6	StardewValley.Locations.DecoratableLocation	Public, BeforeFieldInit	40	11	0	0
0x020005E7	StardewValley.Locations.Desert	Public, BeforeFieldInit	29	15	0	0
0x020005E8	StardewValley.Locations.DesertFestival	Public, BeforeFieldInit	56	52	0	7
0x020005E9	StardewValley.Locations.Racer	Public, BeforeFieldInit	9	30	1	0
0x020005EA	StardewValley.Locations.FarmCave	Public, BeforeFieldInit	10	0	0	0
0x020005EB	StardewValley.Locations.FarmHouse	Public, BeforeFieldInit	78	13	6	1
0x020005EC	StardewValley.Locations.FishShop	Public, BeforeFieldInit	4	0	0	0
0x020005ED	StardewValley.Locations.Forest	Public, BeforeFieldInit	33	14	1	1
0x020005EE	StardewValley.Locations.IslandEast	Public, BeforeFieldInit	23	5	0	1
0x020005EF	StardewValley.Locations.IslandFarmCave	Public, BeforeFieldInit	23	9	0	2
0x020005F0	StardewValley.Locations.IslandFarmHouse	Public, BeforeFieldInit	15	5	0	0
0x020005F1	StardewValley.Locations.IslandFieldOffice	Public, BeforeFieldInit	33	25	0	0
0x020005F2	StardewValley.Locations.IslandForestLocation	Public, BeforeFieldInit	11	5	0	0
0x020005F3	StardewValley.Locations.Wisp	Public, BeforeFieldInit	4	12	0	0
0x020005F4	StardewValley.Locations.IslandHut	Public, BeforeFieldInit	22	9	0	0
0x020005F5	StardewValley.Locations.IslandLocation	Public, BeforeFieldInit	34	8	0	1
0x020005F6	StardewValley.Locations.IslandNorth	Public, BeforeFieldInit	41	14	0	2
0x020005F7	StardewValley.Locations.IslandSecret	Public, BeforeFieldInit	20	2	0	2
0x020005F8	StardewValley.Locations.IslandShrine	Public, BeforeFieldInit	12	6	0	0
0x020005F9	StardewValley.Locations.IslandSouth	Public, BeforeFieldInit	35	20	0	2
0x020005FA	StardewValley.Locations.IslandSouthEast	Public, BeforeFieldInit	15	16	0	0
0x020005FB	StardewValley.Locations.IslandSouthEastCave	Public, BeforeFieldInit	17	5	0	1
0x020005FC	StardewValley.Locations.IslandWest	Public, BeforeFieldInit	41	8	0	3
0x020005FD	StardewValley.Locations.IslandWestCave1	Public, BeforeFieldInit	17	21	0	1
0x020005FE	StardewValley.Locations.JojaMart	Public, BeforeFieldInit	8	3	0	0
0x020005FF	StardewValley.Locations.LibraryMuseum	Public, BeforeFieldInit	40	5	2	1
0x02000600	StardewValley.Locations.ManorHouse	Public, BeforeFieldInit	15	2	0	2
0x02000601	StardewValley.Locations.MermaidHouse	Public, BeforeFieldInit	9	18	0	1
0x02000602	StardewValley.Locations.Mine	Public, BeforeFieldInit	4	0	0	0
0x02000603	StardewValley.Locations.MineShaft	Public, BeforeFieldInit	137	70	14	3
0x02000604	StardewValley.Locations.MineInfo	Public, BeforeFieldInit	1	4	0	0
0x02000605	StardewValley.Locations.Mountain	Public, BeforeFieldInit	17	15	0	0
0x02000606	StardewValley.Locations.MovieTheater	Public, BeforeFieldInit	73	44	2	3
0x02000607	StardewValley.Locations.Railroad	Public	21	9	0	0
0x02000608	StardewValley.Locations.SeedShop	Public, BeforeFieldInit	3	0	0	0
0x02000609	StardewValley.Locations.Sewer	Public, BeforeFieldInit	8	5	0	0
0x0200060A	StardewValley.Locations.ShopLocation	Public, BeforeFieldInit	5	3	0	1
0x0200060B	StardewValley.Locations.Submarine	Public, BeforeFieldInit	14	13	0	0
0x0200060C	StardewValley.Locations.Summit	Public, BeforeFieldInit	13	4	0	0
0x0200060D	StardewValley.Locations.Town	Public, BeforeFieldInit	36	19	0	1
0x0200060E	StardewValley.Locations.VolcanoDungeon	Public, BeforeFieldInit	90	40	0	4
0x0200060F	StardewValley.Locations.DwarfGate	Public, BeforeFieldInit	11	13	1	0
0x02000610	StardewValley.Locations.WizardHouse	Public, BeforeFieldInit	5	1	0	0
0x02000611	StardewValley.Locations.Woods	Public, BeforeFieldInit	27	8	0	2
0x02000612	StardewValley.ItemTypeDefinitions.BaseItemDataDefinition	Public, Abstract, BeforeFieldInit	12	1	2	0
0x02000613	StardewValley.ItemTypeDefinitions.BigCraftableDataDefinition	Public, BeforeFieldInit	9	0	2	0
0x02000614	StardewValley.ItemTypeDefinitions.BootsDataDefinition	Public, BeforeFieldInit	11	0	2	0
0x02000615	StardewValley.ItemTypeDefinitions.FlooringDataDefinition	Public, BeforeFieldInit	11	1	1	1
0x02000616	StardewValley.ItemTypeDefinitions.FurnitureDataDefinition	Public, BeforeFieldInit	11	0	2	0
0x02000617	StardewValley.ItemTypeDefinitions.HatDataDefinition	Public, BeforeFieldInit	11	0	2	0
0x02000618	StardewValley.ItemTypeDefinitions.IHaveItemTypeId	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	1	0	0	0
0x02000619	StardewValley.ItemTypeDefinitions.IItemDataDefinition	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	11	0	2	0
0x0200061A	StardewValley.ItemTypeDefinitions.ItemMetadata	Public, BeforeFieldInit	12	8	3	0
0x0200061B	StardewValley.ItemTypeDefinitions.MannequinDataDefinition	Public, BeforeFieldInit	9	0	2	0
0x0200061C	StardewValley.ItemTypeDefinitions.ObjectDataDefinition	Public, BeforeFieldInit	25	0	2	0
0x0200061D	StardewValley.ItemTypeDefinitions.PantsDataDefinition	Public, BeforeFieldInit	8	0	2	0
0x0200061E	StardewValley.ItemTypeDefinitions.ParsedItemData	Public, BeforeFieldInit	8	16	0	0
0x0200061F	StardewValley.ItemTypeDefinitions.ShirtDataDefinition	Public, BeforeFieldInit	8	0	2	0
0x02000620	StardewValley.ItemTypeDefinitions.ToolDataDefinition	Public, BeforeFieldInit	11	0	1	0
0x02000621	StardewValley.ItemTypeDefinitions.TrinketDataDefinition	Public, BeforeFieldInit	9	0	2	0
0x02000622	StardewValley.ItemTypeDefinitions.WallpaperDataDefinition	Public, BeforeFieldInit	11	1	1	1
0x02000623	StardewValley.ItemTypeDefinitions.WeaponDataDefinition	Public, BeforeFieldInit	10	0	2	0
0x02000624	StardewValley.Inventories.IInventory	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	18	0	2	0
0x02000625	StardewValley.Inventories.Inventory	Public, BeforeFieldInit	46	8	6	0
0x02000626	StardewValley.Inventories.InventoryIndex	Public, BeforeFieldInit	12	3	0	1
0x02000627	StardewValley.Inventories.OnInventoryReplacedDelegate	Public, Sealed	4	0	0	0
0x02000628	StardewValley.Inventories.OnSlotChangedDelegate	Public, Sealed	4	0	0	0
0x02000629	StardewValley.Internal.ForEachItemContext	Public, SequentialLayout, Sealed, BeforeFieldInit	3	4	0	0
0x0200062A	StardewValley.Internal.ForEachItemHelper	Public, Abstract, Sealed, BeforeFieldInit	8	0	0	15
0x0200062B	StardewValley.Internal.ItemQueryContext	Public, BeforeFieldInit	13	7	7	0
0x0200062C	StardewValley.Internal.ItemQueryResolver	Public, Abstract, Sealed	11	1	1	5
0x0200062D	StardewValley.Internal.ItemQueryResult	Public, BeforeFieldInit	1	7	0	0
0x0200062E	StardewValley.Internal.ItemQuerySearchMode	Public, Sealed	0	5	0	0
0x0200062F	StardewValley.Internal.LogBuilder	Public, BeforeFieldInit	5	2	0	0
0x02000630	StardewValley.Internal.OtherNamesAttribute	Public, BeforeFieldInit	2	1	1	0
0x02000631	StardewValley.Internal.ShopBuilder	Public, Abstract, Sealed, BeforeFieldInit	9	0	0	2
0x02000632	StardewValley.Internal.StaticDelegateBuilder	Public, Abstract, Sealed, BeforeFieldInit	2	1	0	2
0x02000633	StardewValley.Hashing.HashUtility	Public, BeforeFieldInit	5	1	0	0
0x02000634	StardewValley.Hashing.IHashUtility	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	2	0	0	0
0x02000635	StardewValley.Extensions.CollectionExtensions	Public, Abstract, Sealed, BeforeFieldInit	6	0	0	0
0x02000636	StardewValley.Extensions.FrameworkExtensions	Public, Abstract, Sealed, BeforeFieldInit	23	0	0	2
0x02000637	StardewValley.Extensions.GameExtensions	Public, Abstract, Sealed, BeforeFieldInit	2	0	0	0
0x02000638	StardewValley.Extensions.ItemExtensions	Public, Abstract, Sealed, BeforeFieldInit	3	0	0	0
0x02000639	StardewValley.Extensions.ItemRegistryExtensions	Public, Abstract, Sealed, BeforeFieldInit	1	0	0	1
0x0200063A	StardewValley.Extensions.RandomExtensions	Public, Abstract, Sealed, BeforeFieldInit	8	0	0	0
0x0200063B	StardewValley.Extensions.ReflectionExtensions	Public, Abstract, Sealed, BeforeFieldInit	1	0	0	0
0x0200063C	StardewValley.Extensions.StringExtensions	Public, Abstract, Sealed, BeforeFieldInit	5	0	0	0
0x0200063D	StardewValley.Events.BaseFarmEvent	Public, Abstract, BeforeFieldInit	10	1	1	0
0x0200063E	StardewValley.Events.BirthingEvent	Public, BeforeFieldInit	5	8	0	1
0x0200063F	StardewValley.Events.DiaryEvent	Public, BeforeFieldInit	4	1	0	0
0x02000640	StardewValley.Events.FairyEvent	Public, BeforeFieldInit	7	10	0	1
0x02000641	StardewValley.Events.FarmEvent	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	5	0	0	0
0x02000642	StardewValley.Events.MovieTheaterScreeningEvent	Public, BeforeFieldInit	10	8	0	2
0x02000643	StardewValley.Events.PlayerCoupleBirthingEvent	Public, BeforeFieldInit	8	13	0	1
0x02000644	StardewValley.Events.QiPlaneEvent	Public, BeforeFieldInit	5	6	0	0
0x02000645	StardewValley.Events.QuestionEvent	Public, BeforeFieldInit	6	7	0	1
0x02000646	StardewValley.Events.SoundInTheNightEvent	Public, BeforeFieldInit	9	16	0	0
0x02000647	StardewValley.Events.WitchEvent	Public, BeforeFieldInit	6	12	0	0
0x02000648	StardewValley.Events.WorldChangeEvent	Public, BeforeFieldInit	15	26	0	1
0x02000649	StardewValley.Enchantments.AmethystEnchantment	Public, BeforeFieldInit	5	0	0	0
0x0200064A	StardewValley.Enchantments.AquamarineEnchantment	Public, BeforeFieldInit	5	0	0	0
0x0200064B	StardewValley.Enchantments.ArchaeologistEnchantment	Public, BeforeFieldInit	3	0	0	0
0x0200064C	StardewValley.Enchantments.ArtfulEnchantment	Public, BeforeFieldInit	2	0	0	0
0x0200064D	StardewValley.Enchantments.AttackEnchantment	Public, BeforeFieldInit	6	0	0	0
0x0200064E	StardewValley.Enchantments.AutoHookEnchantment	Public, BeforeFieldInit	2	0	0	0
0x0200064F	StardewValley.Enchantments.AxeEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000650	StardewValley.Enchantments.BaseEnchantment	Public, BeforeFieldInit	35	7	2	1
0x02000651	StardewValley.Enchantments.BaseWeaponEnchantment	Public, BeforeFieldInit	4	0	0	0
0x02000652	StardewValley.Enchantments.BottomlessEnchantment	Public, BeforeFieldInit	4	0	0	0
0x02000653	StardewValley.Enchantments.BugKillerEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000654	StardewValley.Enchantments.CritEnchantment	Public, BeforeFieldInit	6	0	0	0
0x02000655	StardewValley.Enchantments.CritPowerEnchantment	Public, BeforeFieldInit	6	0	0	0
0x02000656	StardewValley.Enchantments.CrusaderEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000657	StardewValley.Enchantments.DefenseEnchantment	Public, BeforeFieldInit	6	0	0	0
0x02000658	StardewValley.Enchantments.DiamondEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000659	StardewValley.Enchantments.EfficientToolEnchantment	Public, BeforeFieldInit	5	0	0	0
0x0200065A	StardewValley.Enchantments.EmeraldEnchantment	Public, BeforeFieldInit	5	0	0	0
0x0200065B	StardewValley.Enchantments.FisherEnchantment	Public, BeforeFieldInit	3	0	0	0
0x0200065C	StardewValley.Enchantments.FishingRodEnchantment	Public, BeforeFieldInit	2	0	0	0
0x0200065D	StardewValley.Enchantments.GalaxySoulEnchantment	Public, BeforeFieldInit	5	0	0	0
0x0200065E	StardewValley.Enchantments.GenerousEnchantment	Public, BeforeFieldInit	3	0	0	0
0x0200065F	StardewValley.Enchantments.HaymakerEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000660	StardewValley.Enchantments.HoeEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000661	StardewValley.Enchantments.JadeEnchantment	Public, BeforeFieldInit	5	0	0	0
0x02000662	StardewValley.Enchantments.LightweightEnchantment	Public, BeforeFieldInit	6	0	0	0
0x02000663	StardewValley.Enchantments.MagicEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000664	StardewValley.Enchantments.MasterEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000665	StardewValley.Enchantments.MilkPailEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000666	StardewValley.Enchantments.PanEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000667	StardewValley.Enchantments.PickaxeEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000668	StardewValley.Enchantments.PowerfulEnchantment	Public, BeforeFieldInit	5	0	0	0
0x02000669	StardewValley.Enchantments.PreservingEnchantment	Public, BeforeFieldInit	2	0	0	0
0x0200066A	StardewValley.Enchantments.ReachingToolEnchantment	Public, BeforeFieldInit	3	0	0	0
0x0200066B	StardewValley.Enchantments.RubyEnchantment	Public, BeforeFieldInit	5	0	0	0
0x0200066C	StardewValley.Enchantments.ShavingEnchantment	Public, BeforeFieldInit	2	0	0	0
0x0200066D	StardewValley.Enchantments.ShearsEnchantment	Public, BeforeFieldInit	2	0	0	0
0x0200066E	StardewValley.Enchantments.SlimeGathererEnchantment	Public, BeforeFieldInit	6	0	0	0
0x0200066F	StardewValley.Enchantments.SlimeSlayerEnchantment	Public, BeforeFieldInit	6	0	0	0
0x02000670	StardewValley.Enchantments.SwiftToolEnchantment	Public, BeforeFieldInit	5	0	0	0
0x02000671	StardewValley.Enchantments.TopazEnchantment	Public, BeforeFieldInit	5	0	0	0
0x02000672	StardewValley.Enchantments.VampiricEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000673	StardewValley.Enchantments.WateringCanEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000674	StardewValley.Enchantments.WeaponSpeedEnchantment	Public, BeforeFieldInit	6	0	0	0
0x02000675	StardewValley.Delegates.ChatCommandHandlerDelegate	Public, Sealed	4	0	0	0
0x02000676	StardewValley.Delegates.DebugCommandHandlerDelegate	Public, Sealed	4	0	0	0
0x02000677	StardewValley.Delegates.EventCommandDelegate	Public, Sealed	4	0	0	0
0x02000678	StardewValley.Delegates.EventPreconditionDelegate	Public, Sealed	4	0	0	0
0x02000679	StardewValley.Delegates.FestivalCleanupDelegate	Public, Sealed	4	0	0	0
0x0200067A	StardewValley.Delegates.FestivalDailySetupDelegate	Public, Sealed	4	0	0	0
0x0200067B	StardewValley.Delegates.ForEachItemDelegate	Public, Sealed	4	0	0	0
0x0200067C	StardewValley.Delegates.GameStateQueryContext	Public, SequentialLayout, Sealed, BeforeFieldInit	1	8	0	0
0x0200067D	StardewValley.Delegates.GameStateQueryDelegate	Public, Sealed	4	0	0	0
0x0200067E	StardewValley.Delegates.GetForEachItemPathDelegate	Public, Sealed	4	0	0	0
0x0200067F	StardewValley.Delegates.MachineInteractDelegate	Public, Sealed	4	0	0	0
0x02000680	StardewValley.Delegates.MachineOutputDelegate	Public, Sealed	4	0	0	0
0x02000681	StardewValley.Delegates.ResolveItemQueryDelegate	Public, Sealed	4	0	0	0
0x02000682	StardewValley.Delegates.TriggerActionContext	Public, SequentialLayout, Sealed, BeforeFieldInit	1	4	0	0
0x02000683	StardewValley.Delegates.TriggerActionDelegate	Public, Sealed	4	0	0	0
0x02000684	StardewValley.Constants.AchievementIds	Public, BeforeFieldInit	1	39	0	0
0x02000685	StardewValley.Constants.EventIds	Public, Abstract, Sealed, BeforeFieldInit	0	10	0	0
0x02000686	StardewValley.Constants.StatKeys	Public, BeforeFieldInit	3	87	0	0
0x02000687	StardewValley.ConsoleAsync.AsyncOperationManager	Public, BeforeFieldInit	7	4	1	2
0x02000688	StardewValley.ConsoleAsync.AsyncTaskOperation	Public, Abstract, BeforeFieldInit	5	2	2	0
0x02000689	StardewValley.ConsoleAsync.GenericOp	Public, Sealed, BeforeFieldInit	4	1	2	0
0x0200068A	StardewValley.ConsoleAsync.GenericResult	Public, SequentialLayout, Sealed, BeforeFieldInit	0	3	0	0
0x0200068B	StardewValley.ConsoleAsync.IAsyncOperation	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	4	0	2	0
0x0200068C	StardewValley.Companions.Companion	Public, BeforeFieldInit	15	11	5	0
0x0200068D	StardewValley.Companions.FlyingCompanion	Public, BeforeFieldInit	9	17	0	0
0x0200068E	StardewValley.Companions.HoppingCompanion	Public, BeforeFieldInit	4	0	0	0
0x0200068F	StardewValley.Companions.HungryFrogCompanion	Public, BeforeFieldInit	11	13	1	0
0x02000690	StardewValley.Characters.Cat	Public, BeforeFieldInit	1	0	0	0
0x02000691	StardewValley.Characters.Child	Public, BeforeFieldInit	38	11	1	3
0x02000692	StardewValley.Characters.Dog	Public, BeforeFieldInit	1	0	0	0
0x02000693	StardewValley.Characters.Horse	Public, BeforeFieldInit	33	15	3	3
0x02000694	StardewValley.Characters.Junimo	Public, BeforeFieldInit	37	20	1	0
0x02000695	StardewValley.Characters.JunimoHarvester	Public, BeforeFieldInit	30	12	3	0
0x02000696	StardewValley.Characters.Pet	Public, BeforeFieldInit	63	26	2	4
0x02000697	StardewValley.Characters.Raccoon	Public, BeforeFieldInit	22	4	0	1
0x02000698	StardewValley.Characters.TrashBear	Public, BeforeFieldInit	15	5	1	1
0x02000699	StardewValley.Buildings.Barn	Public, BeforeFieldInit	1	0	0	0
0x0200069A	StardewValley.Buildings.Building	Public, BeforeFieldInit	114	42	5	8
0x0200069B	StardewValley.Buildings.Coop	Public, BeforeFieldInit	1	0	0	0
0x0200069C	StardewValley.Buildings.FishPond	Public, BeforeFieldInit	46	32	1	2
0x0200069D	StardewValley.Buildings.JumpingFish	Public, BeforeFieldInit	4	11	0	0
0x0200069E	StardewValley.Buildings.PondFishSilhouette	Public, BeforeFieldInit	5	11	0	0
0x0200069F	StardewValley.Buildings.GreenhouseBuilding	Public, BeforeFieldInit	10	1	0	0
0x020006A0	StardewValley.Buildings.IndoorsType	Public, Sealed	0	4	0	0
0x020006A1	StardewValley.Buildings.JunimoHut	Public, BeforeFieldInit	21	11	0	2
0x020006A2	StardewValley.Buildings.Mill	Public, BeforeFieldInit	3	2	0	0
0x020006A3	StardewValley.Buildings.PetBowl	Public, BeforeFieldInit	10	4	0	0
0x020006A4	StardewValley.Buildings.ShippingBin	Public, BeforeFieldInit	20	4	0	1
0x020006A5	StardewValley.Buildings.Stable	Public, BeforeFieldInit	12	0	1	0
0x020006A6	StardewValley.Buffs.BuffAttributeDisplay	Public, BeforeFieldInit	2	4	0	2
0x020006A7	StardewValley.Buffs.BuffEffects	Public, BeforeFieldInit	8	21	1	0
0x020006A8	StardewValley.Buffs.BuffManager	Public, BeforeFieldInit	29	6	19	0
0x020006A9	StardewValley.BellsAndWhistles.AmbientLocationSounds	Public, BeforeFieldInit	8	19	0	0
0x020006AA	StardewValley.BellsAndWhistles.Birdie	Public, BeforeFieldInit	9	14	0	0
0x020006AB	StardewValley.BellsAndWhistles.Butterfly	Public, BeforeFieldInit	6	12	0	0
0x020006AC	StardewValley.BellsAndWhistles.CalderaMonkey	Public, BeforeFieldInit	6	15	0	0
0x020006AD	StardewValley.BellsAndWhistles.Cloud	Public, BeforeFieldInit	6	5	0	0
0x020006AE	StardewValley.BellsAndWhistles.CrabCritter	Public, BeforeFieldInit	6	13	0	0
0x020006AF	StardewValley.BellsAndWhistles.Critter	Public, Abstract, BeforeFieldInit	8	12	0	0
0x020006B0	StardewValley.BellsAndWhistles.Crow	Public, BeforeFieldInit	6	6	0	0
0x020006B1	StardewValley.BellsAndWhistles.EmilysParrot	Public, BeforeFieldInit	4	10	0	0
0x020006B2	StardewValley.BellsAndWhistles.Firefly	Public, BeforeFieldInit	4	4	0	0
0x020006B3	StardewValley.BellsAndWhistles.Frog	Public, BeforeFieldInit	5	6	0	0
0x020006B4	StardewValley.BellsAndWhistles.Lexicon	Public, BeforeFieldInit	17	0	0	0
0x020006B5	StardewValley.BellsAndWhistles.MoneyDial	Public, BeforeFieldInit	3	12	0	0
0x020006B6	StardewValley.BellsAndWhistles.Opossum	Public, BeforeFieldInit	2	3	0	0
0x020006B7	StardewValley.BellsAndWhistles.OverheadParrot	Public, BeforeFieldInit	6	13	0	0
