token	declaring_type	field	attributes
0x04001ECE	StardewValley.Menus.TitleMenu	region_aboutButton	Public, Static, Literal, HasDefault
0x04001ECF	StardewValley.Menus.TitleMenu	region_backButton	Public, Static, Literal, HasDefault
0x04001ED0	StardewValley.Menus.TitleMenu	region_newButton	Public, Static, Literal, HasDefault
0x04001ED1	StardewValley.Menus.TitleMenu	region_loadButton	Public, Static, Literal, HasDefault
0x04001ED2	StardewValley.Menus.TitleMenu	region_coopButton	Public, Static, Literal, HasDefault
0x04001ED3	StardewValley.Menus.TitleMenu	region_exitButton	Public, Static, Literal, HasDefault
0x04001ED4	StardewValley.Menus.TitleMenu	region_languagesButton	Public, Static, Literal, HasDefault
0x04001ED5	StardewValley.Menus.TitleMenu	fadeFromWhiteDuration	Public, Static, Literal, HasDefault
0x04001ED6	StardewValley.Menus.TitleMenu	viewportFinalPosition	Public, Static, Literal, HasDefault
0x04001ED7	StardewValley.Menus.TitleMenu	logoSwipeDuration	Public, Static, Literal, HasDefault
0x04001ED8	StardewValley.Menus.TitleMenu	numberOfButtons	Public, Static, Literal, HasDefault
0x04001ED9	StardewValley.Menus.TitleMenu	spaceBetweenButtons	Public, Static, Literal, HasDefault
0x04001EDA	StardewValley.Menus.TitleMenu	bigCloudDX	Public, Static, Literal, HasDefault
0x04001EDB	StardewValley.Menus.TitleMenu	mediumCloudDX	Public, Static, Literal, HasDefault
0x04001EDC	StardewValley.Menus.TitleMenu	smallCloudDX	Public, Static, Literal, HasDefault
0x04001EDD	StardewValley.Menus.TitleMenu	bgmountainsParallaxSpeed	Public, Static, Literal, HasDefault
0x04001EDE	StardewValley.Menus.TitleMenu	mountainsParallaxSpeed	Public, Static, Literal, HasDefault
0x04001EDF	StardewValley.Menus.TitleMenu	foregroundJungleParallaxSpeed	Public, Static, Literal, HasDefault
0x04001EE0	StardewValley.Menus.TitleMenu	cloudsParallaxSpeed	Public, Static, Literal, HasDefault
0x04001EE1	StardewValley.Menus.TitleMenu	pixelZoom	Public, Static
0x04001EE2	StardewValley.Menus.TitleMenu	titleButtonsTextureName	Public, Static, Literal, HasDefault
0x04001EE3	StardewValley.Menus.TitleMenu	OnCreatedNewCharacter	Private, Static
0x04001EE4	StardewValley.Menus.TitleMenu	menuContent	Public
0x04001EE5	StardewValley.Menus.TitleMenu	cloudsTexture	Public
0x04001EE6	StardewValley.Menus.TitleMenu	titleButtonsTexture	Public
0x04001EE7	StardewValley.Menus.TitleMenu	specialSurprised	Public
0x04001EE8	StardewValley.Menus.TitleMenu	specialSurprisedTimeStamp	Public
0x04001EE9	StardewValley.Menus.TitleMenu	amuzioTexture	Private
0x04001EEA	StardewValley.Menus.TitleMenu	bigClouds	Private
0x04001EEB	StardewValley.Menus.TitleMenu	smallClouds	Private
0x04001EEC	StardewValley.Menus.TitleMenu	tempSprites	Private
0x04001EED	StardewValley.Menus.TitleMenu	behindSignTempSprites	Private
0x04001EEE	StardewValley.Menus.TitleMenu	buttons	Public
0x04001EEF	StardewValley.Menus.TitleMenu	backButton	Public
0x04001EF0	StardewValley.Menus.TitleMenu	muteMusicButton	Public
0x04001EF1	StardewValley.Menus.TitleMenu	aboutButton	Public
0x04001EF2	StardewValley.Menus.TitleMenu	languageButton	Public
0x04001EF3	StardewValley.Menus.TitleMenu	windowedButton	Public
0x04001EF4	StardewValley.Menus.TitleMenu	skipButton	Public
0x04001EF5	StardewValley.Menus.TitleMenu	_movedCursor	Family
0x04001EF6	StardewValley.Menus.TitleMenu	birds	Public
0x04001EF7	StardewValley.Menus.TitleMenu	eRect	Private
0x04001EF8	StardewValley.Menus.TitleMenu	screwRect	Private
0x04001EF9	StardewValley.Menus.TitleMenu	cornerRect	Private
0x04001EFA	StardewValley.Menus.TitleMenu	r_hole_rect	Private
0x04001EFB	StardewValley.Menus.TitleMenu	r_hole_rect2	Private
0x04001EFC	StardewValley.Menus.TitleMenu	leafRects	Private
0x04001EFD	StardewValley.Menus.TitleMenu	_subMenu	Assembly, Static
0x04001EFE	StardewValley.Menus.TitleMenu	startupPreferences	Public, InitOnly
0x04001EFF	StardewValley.Menus.TitleMenu	globalXOffset	Public
0x04001F00	StardewValley.Menus.TitleMenu	viewportY	Public
0x04001F01	StardewValley.Menus.TitleMenu	viewportDY	Public
0x04001F02	StardewValley.Menus.TitleMenu	logoSwipeTimer	Public
0x04001F03	StardewValley.Menus.TitleMenu	globalCloudAlpha	Public
0x04001F04	StardewValley.Menus.TitleMenu	cornerClickEndTimer	Public
0x04001F05	StardewValley.Menus.TitleMenu	cornerClickParrotTimer	Public
0x04001F06	StardewValley.Menus.TitleMenu	cornerClickSoundEffectTimer	Public
0x04001F07	StardewValley.Menus.TitleMenu	hasRoomAnotherFarm	Private
0x04001F08	StardewValley.Menus.TitleMenu	fadeFromWhiteTimer	Public
0x04001F09	StardewValley.Menus.TitleMenu	pauseBeforeViewportRiseTimer	Public
0x04001F0A	StardewValley.Menus.TitleMenu	buttonsToShow	Public
0x04001F0B	StardewValley.Menus.TitleMenu	showButtonsTimer	Public
0x04001F0C	StardewValley.Menus.TitleMenu	logoFadeTimer	Public
0x04001F0D	StardewValley.Menus.TitleMenu	logoSurprisedTimer	Public
0x04001F0E	StardewValley.Menus.TitleMenu	clicksOnE	Public
0x04001F0F	StardewValley.Menus.TitleMenu	clicksOnLeaf	Public
0x04001F10	StardewValley.Menus.TitleMenu	clicksOnScrew	Public
0x04001F11	StardewValley.Menus.TitleMenu	cornerClicks	Public
0x04001F12	StardewValley.Menus.TitleMenu	buttonsDX	Public
0x04001F13	StardewValley.Menus.TitleMenu	titleInPosition	Public
0x04001F14	StardewValley.Menus.TitleMenu	isTransitioningButtons	Public
0x04001F15	StardewValley.Menus.TitleMenu	shades	Public
0x04001F16	StardewValley.Menus.TitleMenu	cornerPhaseHolding	Public
0x04001F17	StardewValley.Menus.TitleMenu	showCornerClickEasterEgg	Public
0x04001F18	StardewValley.Menus.TitleMenu	transitioningCharacterCreationMenu	Public
0x04001F19	StardewValley.Menus.TitleMenu	amuzioTimer	Private
0x04001F1A	StardewValley.Menus.TitleMenu	windowNumber	Assembly, Static
0x04001F1B	StardewValley.Menus.TitleMenu	startupMessage	Public
0x04001F1C	StardewValley.Menus.TitleMenu	startupMessageColor	Public
0x04001F1D	StardewValley.Menus.TitleMenu	debugSaveFileToTry	Public
0x04001F1E	StardewValley.Menus.TitleMenu	bCount	Private
0x04001F1F	StardewValley.Menus.TitleMenu	whichSubMenu	Private
0x04001F20	StardewValley.Menus.TitleMenu	quitTimer	Private
0x04001F21	StardewValley.Menus.TitleMenu	transitioningFromLoadScreen	Private
0x04001F22	StardewValley.Menus.TitleMenu	ticksUntilLanguageLoad	Public, Static
0x04001F23	StardewValley.Menus.TitleMenu	disposedValue	Private
0x04001F24	StardewValley.Menus.TitleTextInputMenu	pasteButton	Public
0x04001F25	StardewValley.Menus.TitleTextInputMenu	region_pasteButton	Public, Static, Literal, HasDefault
0x04001F26	StardewValley.Menus.TitleTextInputMenu	context	Public
0x04001F27	StardewValley.Menus.Toolbar	buttons	Public
0x04001F28	StardewValley.Menus.Toolbar	yPositionOnScreen	Public
0x04001F29	StardewValley.Menus.Toolbar	hoverItem	Public
0x04001F2A	StardewValley.Menus.Toolbar	transparency	Public
0x04001F2B	StardewValley.Menus.Toolbar	hoverDirty	Private
0x04001F2C	StardewValley.Menus.Toolbar	slotText	Public
0x04001F2D	StardewValley.Menus.Toolbar	toolbarTextSource	Public
0x04001F2E	StardewValley.Menus.TooManyFarmsMenu	cWidth	Public, Static, Literal, HasDefault
0x04001F2F	StardewValley.Menus.TooManyFarmsMenu	cHeight	Public, Static, Literal, HasDefault
0x04001F30	StardewValley.Menus.TutorialMenu	constructionTab	Public, Static, Literal, HasDefault
0x04001F31	StardewValley.Menus.TutorialMenu	friendshipTab	Public, Static, Literal, HasDefault
0x04001F32	StardewValley.Menus.TutorialMenu	townTab	Public, Static, Literal, HasDefault
0x04001F33	StardewValley.Menus.TutorialMenu	animalsTab	Public, Static, Literal, HasDefault
0x04001F34	StardewValley.Menus.TutorialMenu	currentTab	Private
0x04001F35	StardewValley.Menus.TutorialMenu	topics	Private
0x04001F36	StardewValley.Menus.TutorialMenu	backButton	Private
0x04001F37	StardewValley.Menus.TutorialMenu	okButton	Private
0x04001F38	StardewValley.Menus.TutorialMenu	icons	Private
0x04001F39	StardewValley.Menus.WheelSpinGame	width	Public, Static, Literal, HasDefault
0x04001F3A	StardewValley.Menus.WheelSpinGame	height	Public, Static, Literal, HasDefault
0x04001F3B	StardewValley.Menus.WheelSpinGame	arrowRotation	Public
0x04001F3C	StardewValley.Menus.WheelSpinGame	arrowRotationVelocity	Public
0x04001F3D	StardewValley.Menus.WheelSpinGame	arrowRotationDeceleration	Public
0x04001F3E	StardewValley.Menus.WheelSpinGame	timerBeforeStart	Private
0x04001F3F	StardewValley.Menus.WheelSpinGame	wager	Private
0x04001F40	StardewValley.Menus.WheelSpinGame	resultText	Private
0x04001F41	StardewValley.Menus.WheelSpinGame	doneSpinning	Private
0x04001F42	StardewValley.Logging.CheatCommandChatLogger	ChatBox	Private, InitOnly
0x04001F43	StardewValley.Logging.DefaultLogger	MessageBuilder	Private, InitOnly
0x04001F44	StardewValley.Logging.DefaultLogger	_LogPath	Private
0x04001F45	StardewValley.Logging.DefaultLogger	StartedLogFile	Private
0x04001F46	StardewValley.Logging.DefaultLogger	<ShouldWriteToConsole>k__BackingField	Private, InitOnly
0x04001F47	StardewValley.Logging.DefaultLogger	<ShouldWriteToLogFile>k__BackingField	Private, InitOnly
0x04001F48	StardewValley.Locations.AbandonedJojaMart	restoreAreaCutsceneEvent	Private, InitOnly
0x04001F49	StardewValley.Locations.AbandonedJojaMart	bundleMutex	Public
0x04001F4A	StardewValley.Locations.AdventureGuild	Gil	Public
0x04001F4B	StardewValley.Locations.AdventureGuild	talkedToGil	Public
0x04001F4C	StardewValley.Locations.BathHousePool	steamZoom	Public, Static, Literal, HasDefault
0x04001F4D	StardewValley.Locations.BathHousePool	steamYMotionPerMillisecond	Public, Static, Literal, HasDefault
0x04001F4E	StardewValley.Locations.BathHousePool	steamAnimation	Private
0x04001F4F	StardewValley.Locations.BathHousePool	swimShadow	Private
0x04001F50	StardewValley.Locations.BathHousePool	steamPosition	Private
0x04001F51	StardewValley.Locations.BathHousePool	steamYOffset	Private
0x04001F52	StardewValley.Locations.BathHousePool	swimShadowTimer	Private
0x04001F53	StardewValley.Locations.BathHousePool	swimShadowFrame	Private
0x04001F54	StardewValley.Locations.Beach	oldMariner	Private
0x04001F55	StardewValley.Locations.Beach	bridgeFixed	Public, InitOnly
0x04001F56	StardewValley.Locations.Beach	derbyMutex	Public
0x04001F57	StardewValley.Locations.Beach	hasShownCCUpgrade	Private
0x04001F58	StardewValley.Locations.BeachNightMarket	shopClosedTexture	Private
0x04001F59	StardewValley.Locations.BeachNightMarket	smokeTimer	Private
0x04001F5A	StardewValley.Locations.BeachNightMarket	paintingMailKey	Private
0x04001F5B	StardewValley.Locations.BeachNightMarket	hasReceivedFreeGift	Private
0x04001F5C	StardewValley.Locations.BeachNightMarket	hasShownCCUpgrade	Private
0x04001F5D	StardewValley.Locations.BoatTunnel	boatTexture	Private
0x04001F5E	StardewValley.Locations.BoatTunnel	boatPosition	Private
0x04001F5F	StardewValley.Locations.BoatTunnel	gateRect	Public
0x04001F60	StardewValley.Locations.BoatTunnel	_gateFrame	Family
0x04001F61	StardewValley.Locations.BoatTunnel	_gateDirection	Family
0x04001F62	StardewValley.Locations.BoatTunnel	_gateFrameTimer	Family
0x04001F63	StardewValley.Locations.BoatTunnel	GATE_SECONDS_PER_FRAME	Public, Static, Literal, HasDefault
0x04001F64	StardewValley.Locations.BoatTunnel	GATE_FRAMES	Public, Static, Literal, HasDefault
0x04001F65	StardewValley.Locations.BoatTunnel	_boatOffset	Family
0x04001F66	StardewValley.Locations.BoatTunnel	_boatDirection	Family
0x04001F67	StardewValley.Locations.BoatTunnel	PLANK_MAX_OFFSET	Public, Static, Literal, HasDefault
0x04001F68	StardewValley.Locations.BoatTunnel	_plankPosition	Public
0x04001F69	StardewValley.Locations.BoatTunnel	_plankDirection	Public
0x04001F6A	StardewValley.Locations.BoatTunnel	_farmerActor	Family
0x04001F6B	StardewValley.Locations.BoatTunnel	_boatEvent	Family
0x04001F6C	StardewValley.Locations.BoatTunnel	_playerPathing	Family
0x04001F6D	StardewValley.Locations.BoatTunnel	nonBlockingPause	Family
0x04001F6E	StardewValley.Locations.BoatTunnel	_nextBubble	Family
0x04001F6F	StardewValley.Locations.BoatTunnel	_nextSlosh	Family
0x04001F70	StardewValley.Locations.BoatTunnel	_nextSmoke	Family
0x04001F71	StardewValley.Locations.BoatTunnel	_plankShake	Family
0x04001F72	StardewValley.Locations.BoatTunnel	forceWarpTimer	Family
0x04001F73	StardewValley.Locations.BoatTunnel	_boatAnimating	Family
0x04001F74	StardewValley.Locations.BoatTunnel	animationState	Public
0x04001F75	StardewValley.Locations.BoatTunnel	<TicketPrice>k__BackingField	Private
0x04001F76	StardewValley.Locations.BugLand	hasSpawnedBugsToday	Public
0x04001F77	StardewValley.Locations.BusStop	busDefaultXTile	Public, Static, Literal, HasDefault
0x04001F78	StardewValley.Locations.BusStop	busDefaultYTile	Public, Static, Literal, HasDefault
0x04001F79	StardewValley.Locations.BusStop	<TicketPrice>k__BackingField	Private
0x04001F7A	StardewValley.Locations.BusStop	minecartSteam	Private
0x04001F7B	StardewValley.Locations.BusStop	busDoor	Private
0x04001F7C	StardewValley.Locations.BusStop	busPosition	Public
0x04001F7D	StardewValley.Locations.BusStop	busMotion	Public
0x04001F7E	StardewValley.Locations.BusStop	drivingOff	Public
0x04001F7F	StardewValley.Locations.BusStop	drivingBack	Public
0x04001F80	StardewValley.Locations.BusStop	leaving	Public
0x04001F81	StardewValley.Locations.BusStop	forceWarpTimer	Private
0x04001F82	StardewValley.Locations.BusStop	busSource	Private
0x04001F83	StardewValley.Locations.BusStop	pamSource	Private
0x04001F84	StardewValley.Locations.BusStop	pamOffset	Private
0x04001F85	StardewValley.Locations.Cabin	obsolete_farmhand	Public
0x04001F86	StardewValley.Locations.Cabin	farmhandReference	Public, InitOnly
0x04001F87	StardewValley.Locations.Cabin	inventoryMutex	Public, InitOnly
0x04001F88	StardewValley.Locations.Caldera	mapBaseTilesheet	Public
0x04001F89	StardewValley.Locations.Caldera	visited	Public
0x04001F8A	StardewValley.Locations.Club	timesPlayedCalicoJack	Public, Static
0x04001F8B	StardewValley.Locations.Club	timesPlayedSlots	Public, Static
0x04001F8C	StardewValley.Locations.Club	coinBuffer	Private
0x04001F8D	StardewValley.Locations.CommunityCenter	AREA_Pantry	Public, Static, Literal, HasDefault
0x04001F8E	StardewValley.Locations.CommunityCenter	AREA_FishTank	Public, Static, Literal, HasDefault
0x04001F8F	StardewValley.Locations.CommunityCenter	AREA_CraftsRoom	Public, Static, Literal, HasDefault
0x04001F90	StardewValley.Locations.CommunityCenter	AREA_BoilerRoom	Public, Static, Literal, HasDefault
0x04001F91	StardewValley.Locations.CommunityCenter	AREA_Vault	Public, Static, Literal, HasDefault
0x04001F92	StardewValley.Locations.CommunityCenter	AREA_Bulletin	Public, Static, Literal, HasDefault
0x04001F93	StardewValley.Locations.CommunityCenter	AREA_AbandonedJojaMart	Public, Static, Literal, HasDefault
0x04001F94	StardewValley.Locations.CommunityCenter	AREA_Bulletin2	Public, Static, Literal, HasDefault
0x04001F95	StardewValley.Locations.CommunityCenter	AREA_JunimoHut	Public, Static, Literal, HasDefault
0x04001F96	StardewValley.Locations.CommunityCenter	warehouse	Private, InitOnly
0x04001F97	StardewValley.Locations.CommunityCenter	bundleMutexes	Public
0x04001F98	StardewValley.Locations.CommunityCenter	areasComplete	Public, InitOnly
0x04001F99	StardewValley.Locations.CommunityCenter	numberOfStarsOnPlaque	Public, InitOnly
0x04001F9A	StardewValley.Locations.CommunityCenter	newJunimoNoteCheckEvent	Private, InitOnly
0x04001F9B	StardewValley.Locations.CommunityCenter	restoreAreaCutsceneEvent	Private, InitOnly
0x04001F9C	StardewValley.Locations.CommunityCenter	areaCompleteRewardEvent	Private, InitOnly
0x04001F9D	StardewValley.Locations.CommunityCenter	messageAlpha	Private
0x04001F9E	StardewValley.Locations.CommunityCenter	junimoNotesViewportTargets	Private
0x04001F9F	StardewValley.Locations.CommunityCenter	areaToBundleDictionary	Private
0x04001FA0	StardewValley.Locations.CommunityCenter	bundleToAreaDictionary	Private
0x04001FA1	StardewValley.Locations.CommunityCenter	bundlesIngredientsInfo	Private
0x04001FA2	StardewValley.Locations.CommunityCenter	_isWatchingJunimoGoodbye	Private
0x04001FA3	StardewValley.Locations.CommunityCenter	missedRewardsChestTile	Private
0x04001FA4	StardewValley.Locations.CommunityCenter	missedRewardsTileSheetId	Private, Static, Literal, HasDefault
0x04001FA5	StardewValley.Locations.CommunityCenter	missedRewardsChest	Public, InitOnly
0x04001FA6	StardewValley.Locations.CommunityCenter	missedRewardsChestVisible	Public, InitOnly
0x04001FA7	StardewValley.Locations.CommunityCenter	showMissedRewardsChestEvent	Public, InitOnly
0x04001FA8	StardewValley.Locations.CommunityCenter	PHASE_firstPause	Public, Static, Literal, HasDefault
0x04001FA9	StardewValley.Locations.CommunityCenter	PHASE_junimoAppear	Public, Static, Literal, HasDefault
0x04001FAA	StardewValley.Locations.CommunityCenter	PHASE_junimoDance	Public, Static, Literal, HasDefault
0x04001FAB	StardewValley.Locations.CommunityCenter	PHASE_restore	Public, Static, Literal, HasDefault
0x04001FAC	StardewValley.Locations.CommunityCenter	restoreAreaTimer	Private
0x04001FAD	StardewValley.Locations.CommunityCenter	restoreAreaPhase	Private
0x04001FAE	StardewValley.Locations.CommunityCenter	restoreAreaIndex	Private
0x04001FAF	StardewValley.Locations.CommunityCenter	buildUpSound	Private
0x04001FB0	StardewValley.Locations.DecorationFacade	Field	Public, InitOnly
0x04001FB1	StardewValley.Locations.DecorationFacade	OnChange	Private
0x04001FB2	StardewValley.Locations.DecorationFacade	pendingChanges	Private
0x04001FB3	StardewValley.Locations.DecorationFacade	warnedDeprecated	Public, Static
0x04001FB4	StardewValley.Locations.DecoratableLocation	wallPaper	Public, InitOnly
0x04001FB5	StardewValley.Locations.DecoratableLocation	wallpaperIDs	Public, InitOnly
0x04001FB6	StardewValley.Locations.DecoratableLocation	appliedWallpaper	Public, InitOnly
0x04001FB7	StardewValley.Locations.DecoratableLocation	wallpaperTiles	Public, InitOnly
0x04001FB8	StardewValley.Locations.DecoratableLocation	floor	Public, InitOnly
0x04001FB9	StardewValley.Locations.DecoratableLocation	floorIDs	Public, InitOnly
0x04001FBA	StardewValley.Locations.DecoratableLocation	appliedFloor	Public, InitOnly
0x04001FBB	StardewValley.Locations.DecoratableLocation	floorTiles	Public, InitOnly
0x04001FBC	StardewValley.Locations.DecoratableLocation	_wallAndFloorTileSheets	Family
0x04001FBD	StardewValley.Locations.DecoratableLocation	_wallAndFloorTileSheetMap	Family
0x04001FBE	StardewValley.Locations.DecoratableLocation	LogTroubleshootingInfo	Public, Static
0x04001FBF	StardewValley.Locations.Desert	busDefaultXTile	Public, Static, Literal, HasDefault
0x04001FC0	StardewValley.Locations.Desert	busDefaultYTile	Public, Static, Literal, HasDefault
0x04001FC1	StardewValley.Locations.Desert	busDoor	Private
0x04001FC2	StardewValley.Locations.Desert	busPosition	Private
0x04001FC3	StardewValley.Locations.Desert	busMotion	Private
0x04001FC4	StardewValley.Locations.Desert	drivingOff	Public
0x04001FC5	StardewValley.Locations.Desert	drivingBack	Public
0x04001FC6	StardewValley.Locations.Desert	leaving	Public
0x04001FC7	StardewValley.Locations.Desert	chimneyTimer	Private
0x04001FC8	StardewValley.Locations.Desert	desertMerchantBounds	Private
0x04001FC9	StardewValley.Locations.Desert	warpedToDesert	Public, Static
0x04001FCA	StardewValley.Locations.Desert	busSource	Private
0x04001FCB	StardewValley.Locations.Desert	pamSource	Private
0x04001FCC	StardewValley.Locations.Desert	transparentWindowSource	Private
0x04001FCD	StardewValley.Locations.Desert	pamOffset	Private
0x04001FCE	StardewValley.Locations.DesertFestival	CALICO_STATUE_GHOST_INVASION	Public, Static, Literal, HasDefault
0x04001FCF	StardewValley.Locations.DesertFestival	CALICO_STATUE_SERPENT_INVASION	Public, Static, Literal, HasDefault
0x04001FD0	StardewValley.Locations.DesertFestival	CALICO_STATUE_SKELETON_INVASION	Public, Static, Literal, HasDefault
0x04001FD1	StardewValley.Locations.DesertFestival	CALICO_STATUE_BAT_INVASION	Public, Static, Literal, HasDefault
0x04001FD2	StardewValley.Locations.DesertFestival	CALICO_STATUE_ASSASSIN_BUGS	Public, Static, Literal, HasDefault
0x04001FD3	StardewValley.Locations.DesertFestival	CALICO_STATUE_THIN_SHELLS	Public, Static, Literal, HasDefault
0x04001FD4	StardewValley.Locations.DesertFestival	CALICO_STATUE_MEAGER_MEALS	Public, Static, Literal, HasDefault
0x04001FD5	StardewValley.Locations.DesertFestival	CALICO_STATUE_MONSTER_SURGE	Public, Static, Literal, HasDefault
0x04001FD6	StardewValley.Locations.DesertFestival	CALICO_STATUE_SHARP_TEETH	Public, Static, Literal, HasDefault
0x04001FD7	StardewValley.Locations.DesertFestival	CALICO_STATUE_MUMMY_CURSE	Public, Static, Literal, HasDefault
0x04001FD8	StardewValley.Locations.DesertFestival	CALICO_STATUE_SPEED_BOOST	Public, Static, Literal, HasDefault
0x04001FD9	StardewValley.Locations.DesertFestival	CALICO_STATUE_REFRESH	Public, Static, Literal, HasDefault
0x04001FDA	StardewValley.Locations.DesertFestival	CALICO_STATUE_50_EGG_TREASURE	Public, Static, Literal, HasDefault
0x04001FDB	StardewValley.Locations.DesertFestival	CALICO_STATUE_NO_EFFECT	Public, Static, Literal, HasDefault
0x04001FDC	StardewValley.Locations.DesertFestival	CALICO_STATUE_TOOTH_FILE	Public, Static, Literal, HasDefault
0x04001FDD	StardewValley.Locations.DesertFestival	CALICO_STATUE_25_EGG_TREASURE	Public, Static, Literal, HasDefault
0x04001FDE	StardewValley.Locations.DesertFestival	CALICO_STATUE_10_EGG_TREASURE	Public, Static, Literal, HasDefault
0x04001FDF	StardewValley.Locations.DesertFestival	CALICO_STATUE_100_EGG_TREASURE	Public, Static, Literal, HasDefault
0x04001FE0	StardewValley.Locations.DesertFestival	CalicoStatueInvasionIds	Public, Static, InitOnly
0x04001FE1	StardewValley.Locations.DesertFestival	NUM_SCHOLAR_QUESTIONS	Public, Static, Literal, HasDefault
0x04001FE2	StardewValley.Locations.DesertFestival	FISHING_QUEST_ID	Public, Static, Literal, HasDefault
0x04001FE3	StardewValley.Locations.DesertFestival	_cactusGuyRevealItem	Family
0x04001FE4	StardewValley.Locations.DesertFestival	_cactusGuyRevealTimer	Family
0x04001FE5	StardewValley.Locations.DesertFestival	_cactusShakeTimer	Family
0x04001FE6	StardewValley.Locations.DesertFestival	_currentlyShownCactusID	Family
0x04001FE7	StardewValley.Locations.DesertFestival	_revealCactusEvent	Family
0x04001FE8	StardewValley.Locations.DesertFestival	_hideCactusEvent	Family
0x04001FE9	StardewValley.Locations.DesertFestival	eggMoneyDial	Family
0x04001FEA	StardewValley.Locations.DesertFestival	netRacers	Public
0x04001FEB	StardewValley.Locations.DesertFestival	_localRacers	Family
0x04001FEC	StardewValley.Locations.DesertFestival	festivalChimneyTimer	Family
0x04001FED	StardewValley.Locations.DesertFestival	finishedRacers	Public
0x04001FEE	StardewValley.Locations.DesertFestival	racerCount	Public
0x04001FEF	StardewValley.Locations.DesertFestival	totalRacers	Public
0x04001FF0	StardewValley.Locations.DesertFestival	announceRaceEvent	Public
0x04001FF1	StardewValley.Locations.DesertFestival	currentRaceState	Public
0x04001FF2	StardewValley.Locations.DesertFestival	sabotages	Public
0x04001FF3	StardewValley.Locations.DesertFestival	raceGuesses	Public
0x04001FF4	StardewValley.Locations.DesertFestival	nextRaceGuesses	Public
0x04001FF5	StardewValley.Locations.DesertFestival	specialRewardsCollected	Public
0x04001FF6	StardewValley.Locations.DesertFestival	rewardsToCollect	Public
0x04001FF7	StardewValley.Locations.DesertFestival	lastRaceWinner	Public
0x04001FF8	StardewValley.Locations.DesertFestival	_raceStateTimer	Family
0x04001FF9	StardewValley.Locations.DesertFestival	_raceText	Family
0x04001FFA	StardewValley.Locations.DesertFestival	_raceTextTimer	Family
0x04001FFB	StardewValley.Locations.DesertFestival	_raceTextShake	Family
0x04001FFC	StardewValley.Locations.DesertFestival	_localSabotageText	Family
0x04001FFD	StardewValley.Locations.DesertFestival	_currentScholarQuestion	Family
0x04001FFE	StardewValley.Locations.DesertFestival	_cookIngredient	Family
0x04001FFF	StardewValley.Locations.DesertFestival	_cookSauce	Family
0x04002000	StardewValley.Locations.DesertFestival	raceTrack	Public
0x04002001	StardewValley.Locations.DesertFestival	checkedMineExplanation	Private
0x04002002	StardewValley.Locations.Racer	<NetFields>k__BackingField	Private, InitOnly
0x04002003	StardewValley.Locations.Racer	moving	Public
0x04002004	StardewValley.Locations.Racer	lastPosition	Public
0x04002005	StardewValley.Locations.Racer	position	Public
0x04002006	StardewValley.Locations.Racer	direction	Public
0x04002007	StardewValley.Locations.Racer	horizontalPosition	Public
0x04002008	StardewValley.Locations.Racer	currentTrackIndex	Public
0x04002009	StardewValley.Locations.Racer	segmentStart	Public
0x0400200A	StardewValley.Locations.Racer	segmentEnd	Public
0x0400200B	StardewValley.Locations.Racer	jumpSegmentStart	Public
0x0400200C	StardewValley.Locations.Racer	jumpSegmentEnd	Public
0x0400200D	StardewValley.Locations.Racer	jumping	Public
0x0400200E	StardewValley.Locations.Racer	tripping	Public
0x0400200F	StardewValley.Locations.Racer	drawAboveMap	Public
0x04002010	StardewValley.Locations.Racer	moveSpeed	Public
0x04002011	StardewValley.Locations.Racer	minMoveSpeed	Public
0x04002012	StardewValley.Locations.Racer	maxMoveSpeed	Public
0x04002013	StardewValley.Locations.Racer	height	Public
0x04002014	StardewValley.Locations.Racer	tripTimer	Public
0x04002015	StardewValley.Locations.Racer	racerIndex	Public
0x04002016	StardewValley.Locations.Racer	_texture	Family
0x04002017	StardewValley.Locations.Racer	frame	Public
0x04002018	StardewValley.Locations.Racer	nextFrameSwap	Public
0x04002019	StardewValley.Locations.Racer	burstDuration	Public
0x0400201A	StardewValley.Locations.Racer	nextBurst	Public
0x0400201B	StardewValley.Locations.Racer	extraLuck	Public
0x0400201C	StardewValley.Locations.Racer	gravity	Public
0x0400201D	StardewValley.Locations.Racer	_tripLeaps	Public
0x0400201E	StardewValley.Locations.Racer	progress	Public
0x0400201F	StardewValley.Locations.Racer	sabotages	Public
0x04002020	StardewValley.Locations.FarmHouse	fridge	Public, InitOnly
0x04002021	StardewValley.Locations.FarmHouse	synchronizedDisplayedLevel	Public, InitOnly
0x04002022	StardewValley.Locations.FarmHouse	fridgePosition	Public
0x04002023	StardewValley.Locations.FarmHouse	spouseRoomSpot	Public
0x04002024	StardewValley.Locations.FarmHouse	lastSpouseRoom	Private
0x04002025	StardewValley.Locations.FarmHouse	mapLoader	Private
0x04002026	StardewValley.Locations.FarmHouse	cellarWarps	Public
0x04002027	StardewValley.Locations.FarmHouse	cribStyle	Public, InitOnly
0x04002028	StardewValley.Locations.FarmHouse	previousUpgradeLevel	Public
0x04002029	StardewValley.Locations.FarmHouse	currentlyDisplayedUpgradeLevel	Private
0x0400202A	StardewValley.Locations.FarmHouse	displayingSpouseRoom	Private
0x0400202B	StardewValley.Locations.FarmHouse	nightLightingColor	Private
0x0400202C	StardewValley.Locations.FarmHouse	rainLightingColor	Private
0x0400202D	StardewValley.Locations.Forest	raccoonStumpCheckFlag	Public, Static, Literal, HasDefault
