token	type	attributes	methods	fields	properties	nested
0x02000252	StardewValley.Menus.BuildingPaintMenu	Public, BeforeFieldInit	18	33	0	3
0x02000253	StardewValley.Menus.BuildingSkinMenu	Public, BeforeFieldInit	13	14	0	1
0x02000254	StardewValley.Menus.ButtonTutorialMenu	Public, BeforeFieldInit	3	9	0	0
0x02000255	StardewValley.Menus.CarpenterMenu	Public, BeforeFieldInit	40	37	1	4
0x02000256	StardewValley.Menus.CharacterCustomization	Public, BeforeFieldInit	40	141	0	2
0x02000257	StardewValley.Menus.ChatSnippet	Public, BeforeFieldInit	2	3	0	0
0x02000258	StardewValley.Menus.ChatMessage	Public, BeforeFieldInit	6	6	0	0
0x02000259	StardewValley.Menus.ChatBox	Public, BeforeFieldInit	38	23	0	0
0x0200025A	StardewValley.Menus.ChatTextBox	Public, BeforeFieldInit	10	3	0	0
0x0200025B	StardewValley.Menus.ChooseFromIconsMenu	Public, BeforeFieldInit	9	18	0	1
0x0200025C	StardewValley.Menus.ChooseFromListMenu	Public, BeforeFieldInit	7	14	0	1
0x0200025D	StardewValley.Menus.ClickableAnimatedComponent	Public, BeforeFieldInit	5	5	0	0
0x0200025E	StardewValley.Menus.ClickableComponent	Public, BeforeFieldInit	15	27	3	0
0x0200025F	StardewValley.Menus.ClickableTextureComponent	Public, BeforeFieldInit	9	8	0	0
0x02000260	StardewValley.Menus.CollectionsPage	Public, BeforeFieldInit	18	34	0	1
0x02000261	StardewValley.Menus.ColorPicker	Public, BeforeFieldInit	15	9	0	0
0x02000262	StardewValley.Menus.ConfirmationDialog	Public, BeforeFieldInit	11	9	0	1
0x02000263	StardewValley.Menus.CoopMenu	Public, BeforeFieldInit	34	19	1	12
0x02000264	StardewValley.Menus.CraftingPage	Public, BeforeFieldInit	25	26	0	2
0x02000265	StardewValley.Menus.DayTimeMoneyBox	Public, BeforeFieldInit	14	32	1	0
0x02000266	StardewValley.Menus.DialogueBox	Public, BeforeFieldInit	30	38	0	0
0x02000267	StardewValley.Menus.DigitEntryMenu	BeforeFieldInit	8	6	1	0
0x02000268	StardewValley.Menus.DiscreteColorPicker	Public, BeforeFieldInit	8	5	0	0
0x02000269	StardewValley.Menus.DyeMenu	Public, BeforeFieldInit	23	15	0	0
0x0200026A	StardewValley.Menus.EmojiMenu	Public, BeforeFieldInit	6	11	0	0
0x0200026B	StardewValley.Menus.EmoteMenu	Public, BeforeFieldInit	14	16	0	0
0x0200026C	StardewValley.Menus.EmoteSelector	Public, BeforeFieldInit	10	8	0	0
0x0200026D	StardewValley.Menus.ExitPage	Public, BeforeFieldInit	5	2	0	0
0x0200026E	StardewValley.Menus.FarmerBoxButton	BeforeFieldInit	1	1	0	0
0x0200026F	StardewValley.Menus.FarmersBox	BeforeFieldInit	5	2	0	0
0x02000270	StardewValley.Menus.FarmhandMenu	Public, BeforeFieldInit	17	3	0	2
0x02000271	StardewValley.Menus.FieldOfficeMenu	Public, BeforeFieldInit	17	9	0	1
0x02000272	StardewValley.Menus.ForgeMenu	Public, BeforeFieldInit	30	24	0	2
0x02000273	StardewValley.Menus.GameMenu	Public, BeforeFieldInit	28	31	0	0
0x02000274	StardewValley.Menus.GeodeMenu	Public, BeforeFieldInit	14	13	0	1
0x02000275	StardewValley.Menus.IClickableMenu	Public, Abstract, BeforeFieldInit	66	28	1	1
0x02000276	StardewValley.Menus.SkipForClickableAggregation	Public, BeforeFieldInit	1	0	0	0
0x02000277	StardewValley.Menus.InventoryMenu	Public, BeforeFieldInit	22	28	0	2
0x02000278	StardewValley.Menus.InventoryPage	Public, BeforeFieldInit	15	26	0	4
0x02000279	StardewValley.Menus.InviteCodeDialog	Public, BeforeFieldInit	2	1	0	0
0x0200027A	StardewValley.Menus.IScreenReadable	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	3	0	3	0
0x0200027B	StardewValley.Menus.ItemExitBehavior	Public, Sealed	0	5	0	0
0x0200027C	StardewValley.Menus.ItemGrabMenu	Public, BeforeFieldInit	30	46	0	5
0x0200027D	StardewValley.Menus.ItemListMenu	Public, BeforeFieldInit	10	11	0	0
0x0200027E	StardewValley.Menus.JojaCDMenu	Public, BeforeFieldInit	10	9	0	0
0x0200027F	StardewValley.Menus.JunimoNoteMenu	Public, BeforeFieldInit	44	45	0	2
0x02000280	StardewValley.Menus.Bundle	Public, BeforeFieldInit	18	31	0	0
0x02000281	StardewValley.Menus.BundleIngredientDescription	Public, SequentialLayout, Sealed, BeforeFieldInit	2	6	0	0
0x02000282	StardewValley.Menus.LanguageSelectionMenu	Public, BeforeFieldInit	9	8	0	2
0x02000283	StardewValley.Menus.LetterViewerMenu	Public, BeforeFieldInit	25	29	1	1
0x02000284	StardewValley.Menus.LevelUpMenu	Public, BeforeFieldInit	27	28	0	1
0x02000285	StardewValley.Menus.LoadGameMenu	Public, BeforeFieldInit	42	34	1	4
0x02000286	StardewValley.Menus.LocalCoopJoinMenu	Public, BeforeFieldInit	5	0	0	0
0x02000287	StardewValley.Menus.MapPage	Public, BeforeFieldInit	14	9	0	1
0x02000288	StardewValley.Menus.MasteryTrackerMenu	Public, BeforeFieldInit	14	9	0	1
0x02000289	StardewValley.Menus.MenuWithInventory	Public, BeforeFieldInit	17	16	1	0
0x0200028A	StardewValley.Menus.MineElevatorMenu	Public, BeforeFieldInit	5	1	0	0
0x0200028B	StardewValley.Menus.MuseumMenu	Public, BeforeFieldInit	14	14	0	0
0x0200028C	StardewValley.Menus.NamingMenu	Public, BeforeFieldInit	8	12	0	1
0x0200028D	StardewValley.Menus.NumberSelectionMenu	Public, BeforeFieldInit	10	17	1	1
0x0200028E	StardewValley.Menus.OptionsElement	Public, BeforeFieldInit	14	12	3	1
0x0200028F	StardewValley.Menus.OptionsButton	Public, BeforeFieldInit	3	1	0	0
0x02000290	StardewValley.Menus.OptionsPlusMinusButton	Public, BeforeFieldInit	3	4	0	0
0x02000291	StardewValley.Menus.OptionsPlusMinus	Public, BeforeFieldInit	5	11	0	0
0x02000292	StardewValley.Menus.OptionsCheckbox	Public, BeforeFieldInit	4	5	0	0
0x02000293	StardewValley.Menus.OptionsSlider	Public, BeforeFieldInit	6	7	0	0
0x02000294	StardewValley.Menus.OptionsInputListener	Public, BeforeFieldInit	5	5	0	0
0x02000295	StardewValley.Menus.OptionsTextEntry	Public, BeforeFieldInit	3	2	0	0
0x02000296	StardewValley.Menus.OptionsDropDown	Public, BeforeFieldInit	8	11	0	0
0x02000297	StardewValley.Menus.OptionsPage	Public, BeforeFieldInit	24	14	0	5
0x02000298	StardewValley.Menus.PendingProposalDialog	Public, BeforeFieldInit	6	0	0	0
0x02000299	StardewValley.Menus.PondQueryMenu	Public, BeforeFieldInit	16	20	0	0
0x0200029A	StardewValley.Menus.PowersTab	Public, BeforeFieldInit	6	9	0	0
0x0200029B	StardewValley.Menus.PrizeTicketMenu	Public, BeforeFieldInit	7	11	0	0
0x0200029C	StardewValley.Menus.ProfileMenu	Public, BeforeFieldInit	30	55	0	1
0x0200029D	StardewValley.Menus.ProfileItem	Public, BeforeFieldInit	9	3	0	0
0x0200029E	StardewValley.Menus.PI_ItemList	Public, BeforeFieldInit	8	4	0	0
0x0200029F	StardewValley.Menus.PurchaseAnimalsMenu	Public, BeforeFieldInit	24	29	0	0
0x020002A0	StardewValley.Menus.QuestContainerMenu	Public, BeforeFieldInit	9	4	0	1
0x020002A1	StardewValley.Menus.QuestLog	Public, BeforeFieldInit	25	24	0	0
0x020002A2	StardewValley.Menus.ReadyCheckDialog	Public, BeforeFieldInit	8	2	0	0
0x020002A3	StardewValley.Menus.RenovateMenu	Public, BeforeFieldInit	18	14	0	0
0x020002A4	StardewValley.Menus.SaveGameMenu	Public, BeforeFieldInit	7	10	0	0
0x020002A5	StardewValley.Menus.ServerConnectionDialog	Public, BeforeFieldInit	2	0	0	0
0x020002A6	StardewValley.Menus.ShippingMenu	Public, BeforeFieldInit	19	49	0	1
0x020002A7	StardewValley.Menus.ShopMenu	Public, BeforeFieldInit	58	48	1	5
0x020002A8	StardewValley.Menus.SkillsPage	Public, BeforeFieldInit	6	29	0	0
0x020002A9	StardewValley.Menus.SliderBar	Public, BeforeFieldInit	6	4	0	0
0x020002AA	StardewValley.Menus.SocialPage	Public, BeforeFieldInit	29	12	0	4
0x020002AB	StardewValley.Menus.SpecialCurrencyDisplay	Public, BeforeFieldInit	14	5	0	4
0x020002AC	StardewValley.Menus.SpecialOrdersBoard	Public, BeforeFieldInit	11	9	0	0
0x020002AD	StardewValley.Menus.StorageContainer	Public, BeforeFieldInit	7	3	0	1
0x020002AE	StardewValley.Menus.StrengthGame	Public, BeforeFieldInit	7	8	0	0
0x020002AF	StardewValley.Menus.TailoringMenu	Public, BeforeFieldInit	33	33	0	2
0x020002B0	StardewValley.Menus.TailorRecipeListTool	Public, BeforeFieldInit	11	10	0	0
0x020002B1	StardewValley.Menus.TextBoxEvent	Public, Sealed	4	0	0	0
0x020002B2	StardewValley.Menus.TextBox	Public, BeforeFieldInit	33	19	10	0
0x020002B3	StardewValley.Menus.TextEntryMenu	Public, BeforeFieldInit	17	14	0	0
0x020002B4	StardewValley.Menus.TitleMenu	Public, BeforeFieldInit	47	89	2	1
0x020002B5	StardewValley.Menus.TitleTextInputMenu	Public, BeforeFieldInit	5	3	0	0
0x020002B6	StardewValley.Menus.Toolbar	Public, BeforeFieldInit	8	7	0	0
0x020002B7	StardewValley.Menus.TooManyFarmsMenu	Public, BeforeFieldInit	4	2	0	0
0x020002B8	StardewValley.Menus.TutorialMenu	Public, BeforeFieldInit	4	9	0	0
0x020002B9	StardewValley.Menus.WheelSpinGame	Public, BeforeFieldInit	6	9	0	0
0x020002BA	StardewValley.Logging.CheatCommandChatLogger	Public, BeforeFieldInit	6	1	0	0
0x020002BB	StardewValley.Logging.DefaultLogger	BeforeFieldInit	12	5	3	0
0x020002BC	StardewValley.Logging.IGameLogger	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	5	0	0	0
0x020002BD	StardewValley.Locations.AbandonedJojaMart	Public, BeforeFieldInit	8	2	0	1
0x020002BE	StardewValley.Locations.AdventureGuild	Public, BeforeFieldInit	14	2	0	2
0x020002BF	StardewValley.Locations.BathHousePool	Public, BeforeFieldInit	7	8	0	0
0x020002C0	StardewValley.Locations.Beach	Public, BeforeFieldInit	25	4	0	1
0x020002C1	StardewValley.Locations.BeachNightMarket	Public, BeforeFieldInit	13	5	0	0
0x020002C2	StardewValley.Locations.BoatTunnel	Public, BeforeFieldInit	24	25	1	2
0x020002C3	StardewValley.Locations.BugLand	Public, BeforeFieldInit	6	1	0	1
0x020002C4	StardewValley.Locations.BusStop	Public, BeforeFieldInit	21	14	1	0
0x020002C5	StardewValley.Locations.Cabin	Public, BeforeFieldInit	20	3	1	1
0x020002C6	StardewValley.Locations.Caldera	Public, BeforeFieldInit	12	2	0	0
0x020002C7	StardewValley.Locations.Cellar	Public, BeforeFieldInit	5	0	0	1
0x020002C8	StardewValley.Locations.Club	Public, BeforeFieldInit	5	3	0	0
0x020002C9	StardewValley.Locations.CommunityCenter	Public, BeforeFieldInit	65	35	2	2
0x020002CA	StardewValley.Locations.DecorationFacade	Public, BeforeFieldInit	14	4	2	3
0x020002CB	StardewValley.Locations.DecoratableLocation	Public, BeforeFieldInit	40	11	0	0
0x020002CC	StardewValley.Locations.Desert	Public, BeforeFieldInit	29	15	0	0
0x020002CD	StardewValley.Locations.DesertFestival	Public, BeforeFieldInit	56	52	0	7
0x020002CE	StardewValley.Locations.Racer	Public, BeforeFieldInit	9	30	1	0
0x020002CF	StardewValley.Locations.FarmCave	Public, BeforeFieldInit	10	0	0	0
0x020002D0	StardewValley.Locations.FarmHouse	Public, BeforeFieldInit	78	13	6	0
0x020002D1	StardewValley.Locations.FishShop	Public, BeforeFieldInit	4	0	0	0
0x020002D2	StardewValley.Locations.Forest	Public, BeforeFieldInit	32	14	1	1
0x020002D3	StardewValley.Locations.IslandEast	Public, BeforeFieldInit	23	5	0	1
0x020002D4	StardewValley.Locations.IslandFarmCave	Public, BeforeFieldInit	23	9	0	2
0x020002D5	StardewValley.Locations.IslandFarmHouse	Public, BeforeFieldInit	15	5	0	0
0x020002D6	StardewValley.Locations.IslandFieldOffice	Public, BeforeFieldInit	33	25	0	0
0x020002D7	StardewValley.Locations.IslandForestLocation	Public, BeforeFieldInit	10	5	0	0
0x020002D8	StardewValley.Locations.Wisp	Public, BeforeFieldInit	4	12	0	0
0x020002D9	StardewValley.Locations.IslandHut	Public, BeforeFieldInit	21	9	0	0
0x020002DA	StardewValley.Locations.IslandLocation	Public, BeforeFieldInit	34	8	0	1
0x020002DB	StardewValley.Locations.IslandNorth	Public, BeforeFieldInit	41	14	0	2
0x020002DC	StardewValley.Locations.IslandSecret	Public, BeforeFieldInit	20	2	0	2
0x020002DD	StardewValley.Locations.IslandShrine	Public, BeforeFieldInit	12	6	0	0
0x020002DE	StardewValley.Locations.IslandSouth	Public, BeforeFieldInit	35	20	0	2
0x020002DF	StardewValley.Locations.IslandSouthEast	Public, BeforeFieldInit	15	16	0	0
0x020002E0	StardewValley.Locations.IslandSouthEastCave	Public, BeforeFieldInit	17	5	0	1
0x020002E1	StardewValley.Locations.IslandWest	Public, BeforeFieldInit	41	8	0	2
0x020002E2	StardewValley.Locations.IslandWestCave1	Public, BeforeFieldInit	17	21	0	1
0x020002E3	StardewValley.Locations.JojaMart	Public, BeforeFieldInit	8	3	0	0
0x020002E4	StardewValley.Locations.LibraryMuseum	Public, BeforeFieldInit	40	5	2	0
0x020002E5	StardewValley.Locations.ManorHouse	Public, BeforeFieldInit	15	2	0	2
0x020002E6	StardewValley.Locations.MermaidHouse	Public, BeforeFieldInit	9	18	0	1
0x020002E7	StardewValley.Locations.Mine	Public, BeforeFieldInit	4	0	0	0
0x020002E8	StardewValley.Locations.MineShaft	Public, BeforeFieldInit	137	70	14	2
0x020002E9	StardewValley.Locations.MineInfo	Public, BeforeFieldInit	1	4	0	0
0x020002EA	StardewValley.Locations.Mountain	Public, BeforeFieldInit	17	15	0	0
0x020002EB	StardewValley.Locations.MovieTheater	Public, BeforeFieldInit	73	44	2	3
0x020002EC	StardewValley.Locations.Railroad	Public	21	9	0	0
0x020002ED	StardewValley.Locations.SeedShop	Public, BeforeFieldInit	3	0	0	0
0x020002EE	StardewValley.Locations.Sewer	Public, BeforeFieldInit	8	5	0	0
0x020002EF	StardewValley.Locations.ShopLocation	Public, BeforeFieldInit	5	3	0	1
0x020002F0	StardewValley.Locations.Submarine	Public, BeforeFieldInit	14	13	0	0
0x020002F1	StardewValley.Locations.Summit	Public, BeforeFieldInit	13	4	0	0
0x020002F2	StardewValley.Locations.Town	Public, BeforeFieldInit	36	19	0	1
0x020002F3	StardewValley.Locations.VolcanoDungeon	Public, BeforeFieldInit	90	40	0	4
0x020002F4	StardewValley.Locations.DwarfGate	Public, BeforeFieldInit	11	13	1	0
0x020002F5	StardewValley.Locations.WizardHouse	Public, BeforeFieldInit	5	1	0	0
0x020002F6	StardewValley.Locations.Woods	Public, BeforeFieldInit	25	8	0	2
0x020002F7	StardewValley.ItemTypeDefinitions.BaseItemDataDefinition	Public, Abstract, BeforeFieldInit	12	1	2	0
0x020002F8	StardewValley.ItemTypeDefinitions.BigCraftableDataDefinition	Public, BeforeFieldInit	9	0	2	0
0x020002F9	StardewValley.ItemTypeDefinitions.BootsDataDefinition	Public, BeforeFieldInit	11	0	2	0
0x020002FA	StardewValley.ItemTypeDefinitions.FlooringDataDefinition	Public, BeforeFieldInit	11	1	1	1
0x020002FB	StardewValley.ItemTypeDefinitions.FurnitureDataDefinition	Public, BeforeFieldInit	11	0	2	0
0x020002FC	StardewValley.ItemTypeDefinitions.HatDataDefinition	Public, BeforeFieldInit	11	0	2	0
0x020002FD	StardewValley.ItemTypeDefinitions.IHaveItemTypeId	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	1	0	0	0
0x020002FE	StardewValley.ItemTypeDefinitions.IItemDataDefinition	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	11	0	2	0
0x020002FF	StardewValley.ItemTypeDefinitions.ItemMetadata	Public, BeforeFieldInit	12	8	3	0
0x02000300	StardewValley.ItemTypeDefinitions.MannequinDataDefinition	Public, BeforeFieldInit	9	0	2	0
0x02000301	StardewValley.ItemTypeDefinitions.ObjectDataDefinition	Public, BeforeFieldInit	25	0	2	0
0x02000302	StardewValley.ItemTypeDefinitions.PantsDataDefinition	Public, BeforeFieldInit	8	0	2	0
0x02000303	StardewValley.ItemTypeDefinitions.ParsedItemData	Public, BeforeFieldInit	8	16	0	0
0x02000304	StardewValley.ItemTypeDefinitions.ShirtDataDefinition	Public, BeforeFieldInit	8	0	2	0
0x02000305	StardewValley.ItemTypeDefinitions.ToolDataDefinition	Public, BeforeFieldInit	11	0	1	0
0x02000306	StardewValley.ItemTypeDefinitions.TrinketDataDefinition	Public, BeforeFieldInit	9	0	2	0
0x02000307	StardewValley.ItemTypeDefinitions.WallpaperDataDefinition	Public, BeforeFieldInit	11	1	1	1
0x02000308	StardewValley.ItemTypeDefinitions.WeaponDataDefinition	Public, BeforeFieldInit	10	0	2	0
0x02000309	StardewValley.Inventories.IInventory	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	18	0	2	0
0x0200030A	StardewValley.Inventories.Inventory	Public, BeforeFieldInit	46	8	6	0
0x0200030B	StardewValley.Inventories.InventoryIndex	Public, BeforeFieldInit	12	3	0	1
0x0200030C	StardewValley.Inventories.OnInventoryReplacedDelegate	Public, Sealed	4	0	0	0
0x0200030D	StardewValley.Inventories.OnSlotChangedDelegate	Public, Sealed	4	0	0	0
0x0200030E	StardewValley.Internal.ForEachItemContext	Public, SequentialLayout, Sealed, BeforeFieldInit	3	4	0	0
0x0200030F	StardewValley.Internal.ForEachItemHelper	Public, Abstract, Sealed, BeforeFieldInit	8	0	0	15
0x02000310	StardewValley.Internal.ItemQueryContext	Public, BeforeFieldInit	13	7	7	0
0x02000311	StardewValley.Internal.ItemQueryResolver	Public, Abstract, Sealed	11	1	1	4
0x02000312	StardewValley.Internal.ItemQueryResult	Public, BeforeFieldInit	1	7	0	0
0x02000313	StardewValley.Internal.ItemQuerySearchMode	Public, Sealed	0	5	0	0
0x02000314	StardewValley.Internal.LogBuilder	Public, BeforeFieldInit	5	2	0	0
0x02000315	StardewValley.Internal.OtherNamesAttribute	Public, BeforeFieldInit	2	1	1	0
0x02000316	StardewValley.Internal.ShopBuilder	Public, Abstract, Sealed, BeforeFieldInit	9	0	0	2
0x02000317	StardewValley.Internal.StaticDelegateBuilder	Public, Abstract, Sealed, BeforeFieldInit	2	1	0	2
0x02000318	StardewValley.Hashing.HashUtility	Public, BeforeFieldInit	5	1	0	0
0x02000319	StardewValley.Hashing.IHashUtility	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	2	0	0	0
0x0200031A	StardewValley.Extensions.CollectionExtensions	Public, Abstract, Sealed, BeforeFieldInit	6	0	0	0
0x0200031B	StardewValley.Extensions.FrameworkExtensions	Public, Abstract, Sealed, BeforeFieldInit	23	0	0	2
0x0200031C	StardewValley.Extensions.GameExtensions	Public, Abstract, Sealed, BeforeFieldInit	2	0	0	0
0x0200031D	StardewValley.Extensions.ItemExtensions	Public, Abstract, Sealed, BeforeFieldInit	3	0	0	0
0x0200031E	StardewValley.Extensions.ItemRegistryExtensions	Public, Abstract, Sealed, BeforeFieldInit	1	0	0	1
0x0200031F	StardewValley.Extensions.RandomExtensions	Public, Abstract, Sealed, BeforeFieldInit	8	0	0	0
0x02000320	StardewValley.Extensions.ReflectionExtensions	Public, Abstract, Sealed, BeforeFieldInit	1	0	0	0
0x02000321	StardewValley.Extensions.StringExtensions	Public, Abstract, Sealed, BeforeFieldInit	5	0	0	0
0x02000322	StardewValley.Events.BaseFarmEvent	Public, Abstract, BeforeFieldInit	10	1	1	0
0x02000323	StardewValley.Events.BirthingEvent	Public, BeforeFieldInit	5	8	0	1
0x02000324	StardewValley.Events.DiaryEvent	Public, BeforeFieldInit	4	1	0	0
0x02000325	StardewValley.Events.FairyEvent	Public, BeforeFieldInit	7	10	0	1
0x02000326	StardewValley.Events.FarmEvent	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	5	0	0	0
0x02000327	StardewValley.Events.MovieTheaterScreeningEvent	Public, BeforeFieldInit	10	8	0	2
0x02000328	StardewValley.Events.PlayerCoupleBirthingEvent	Public, BeforeFieldInit	8	13	0	1
0x02000329	StardewValley.Events.QiPlaneEvent	Public, BeforeFieldInit	5	6	0	0
0x0200032A	StardewValley.Events.QuestionEvent	Public, BeforeFieldInit	6	7	0	1
0x0200032B	StardewValley.Events.SoundInTheNightEvent	Public, BeforeFieldInit	9	16	0	0
0x0200032C	StardewValley.Events.WitchEvent	Public, BeforeFieldInit	6	12	0	0
0x0200032D	StardewValley.Events.WorldChangeEvent	Public, BeforeFieldInit	15	26	0	1
0x0200032E	StardewValley.Enchantments.AmethystEnchantment	Public, BeforeFieldInit	5	0	0	0
0x0200032F	StardewValley.Enchantments.AquamarineEnchantment	Public, BeforeFieldInit	5	0	0	0
0x02000330	StardewValley.Enchantments.ArchaeologistEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000331	StardewValley.Enchantments.ArtfulEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000332	StardewValley.Enchantments.AttackEnchantment	Public, BeforeFieldInit	6	0	0	0
0x02000333	StardewValley.Enchantments.AutoHookEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000334	StardewValley.Enchantments.AxeEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000335	StardewValley.Enchantments.BaseEnchantment	Public, BeforeFieldInit	35	7	2	1
0x02000336	StardewValley.Enchantments.BaseWeaponEnchantment	Public, BeforeFieldInit	4	0	0	0
0x02000337	StardewValley.Enchantments.BottomlessEnchantment	Public, BeforeFieldInit	4	0	0	0
0x02000338	StardewValley.Enchantments.BugKillerEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000339	StardewValley.Enchantments.CritEnchantment	Public, BeforeFieldInit	6	0	0	0
0x0200033A	StardewValley.Enchantments.CritPowerEnchantment	Public, BeforeFieldInit	6	0	0	0
0x0200033B	StardewValley.Enchantments.CrusaderEnchantment	Public, BeforeFieldInit	3	0	0	0
0x0200033C	StardewValley.Enchantments.DefenseEnchantment	Public, BeforeFieldInit	6	0	0	0
0x0200033D	StardewValley.Enchantments.DiamondEnchantment	Public, BeforeFieldInit	3	0	0	0
0x0200033E	StardewValley.Enchantments.EfficientToolEnchantment	Public, BeforeFieldInit	5	0	0	0
0x0200033F	StardewValley.Enchantments.EmeraldEnchantment	Public, BeforeFieldInit	5	0	0	0
0x02000340	StardewValley.Enchantments.FisherEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000341	StardewValley.Enchantments.FishingRodEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000342	StardewValley.Enchantments.GalaxySoulEnchantment	Public, BeforeFieldInit	5	0	0	0
0x02000343	StardewValley.Enchantments.GenerousEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000344	StardewValley.Enchantments.HaymakerEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000345	StardewValley.Enchantments.HoeEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000346	StardewValley.Enchantments.JadeEnchantment	Public, BeforeFieldInit	5	0	0	0
0x02000347	StardewValley.Enchantments.LightweightEnchantment	Public, BeforeFieldInit	6	0	0	0
0x02000348	StardewValley.Enchantments.MagicEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000349	StardewValley.Enchantments.MasterEnchantment	Public, BeforeFieldInit	2	0	0	0
0x0200034A	StardewValley.Enchantments.MilkPailEnchantment	Public, BeforeFieldInit	2	0	0	0
0x0200034B	StardewValley.Enchantments.PanEnchantment	Public, BeforeFieldInit	2	0	0	0
0x0200034C	StardewValley.Enchantments.PickaxeEnchantment	Public, BeforeFieldInit	2	0	0	0
0x0200034D	StardewValley.Enchantments.PowerfulEnchantment	Public, BeforeFieldInit	5	0	0	0
0x0200034E	StardewValley.Enchantments.PreservingEnchantment	Public, BeforeFieldInit	2	0	0	0
0x0200034F	StardewValley.Enchantments.ReachingToolEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000350	StardewValley.Enchantments.RubyEnchantment	Public, BeforeFieldInit	5	0	0	0
0x02000351	StardewValley.Enchantments.ShavingEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000352	StardewValley.Enchantments.ShearsEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000353	StardewValley.Enchantments.SlimeGathererEnchantment	Public, BeforeFieldInit	6	0	0	0
0x02000354	StardewValley.Enchantments.SlimeSlayerEnchantment	Public, BeforeFieldInit	6	0	0	0
0x02000355	StardewValley.Enchantments.SwiftToolEnchantment	Public, BeforeFieldInit	5	0	0	0
0x02000356	StardewValley.Enchantments.TopazEnchantment	Public, BeforeFieldInit	5	0	0	0
0x02000357	StardewValley.Enchantments.VampiricEnchantment	Public, BeforeFieldInit	3	0	0	0
0x02000358	StardewValley.Enchantments.WateringCanEnchantment	Public, BeforeFieldInit	2	0	0	0
0x02000359	StardewValley.Enchantments.WeaponSpeedEnchantment	Public, BeforeFieldInit	6	0	0	0
0x0200035A	StardewValley.Delegates.ChatCommandHandlerDelegate	Public, Sealed	4	0	0	0
0x0200035B	StardewValley.Delegates.DebugCommandHandlerDelegate	Public, Sealed	4	0	0	0
0x0200035C	StardewValley.Delegates.EventCommandDelegate	Public, Sealed	4	0	0	0
0x0200035D	StardewValley.Delegates.EventPreconditionDelegate	Public, Sealed	4	0	0	0
0x0200035E	StardewValley.Delegates.FestivalCleanupDelegate	Public, Sealed	4	0	0	0
0x0200035F	StardewValley.Delegates.FestivalDailySetupDelegate	Public, Sealed	4	0	0	0
0x02000360	StardewValley.Delegates.ForEachItemDelegate	Public, Sealed	4	0	0	0
0x02000361	StardewValley.Delegates.GameStateQueryContext	Public, SequentialLayout, Sealed, BeforeFieldInit	1	8	0	0
0x02000362	StardewValley.Delegates.GameStateQueryDelegate	Public, Sealed	4	0	0	0
0x02000363	StardewValley.Delegates.GetForEachItemPathDelegate	Public, Sealed	4	0	0	0
0x02000364	StardewValley.Delegates.MachineInteractDelegate	Public, Sealed	4	0	0	0
0x02000365	StardewValley.Delegates.MachineOutputDelegate	Public, Sealed	4	0	0	0
0x02000366	StardewValley.Delegates.ResolveItemQueryDelegate	Public, Sealed	4	0	0	0
0x02000367	StardewValley.Delegates.TriggerActionContext	Public, SequentialLayout, Sealed, BeforeFieldInit	1	4	0	0
0x02000368	StardewValley.Delegates.TriggerActionDelegate	Public, Sealed	4	0	0	0
0x02000369	StardewValley.Constants.AchievementIds	Public, BeforeFieldInit	1	39	0	0
0x0200036A	StardewValley.Constants.EventIds	Public, Abstract, Sealed, BeforeFieldInit	0	9	0	0
0x0200036B	StardewValley.Constants.StatKeys	Public, BeforeFieldInit	3	87	0	0
0x0200036C	StardewValley.ConsoleAsync.AsyncOperationManager	Public, BeforeFieldInit	7	4	1	2
0x0200036D	StardewValley.ConsoleAsync.AsyncTaskOperation	Public, Abstract, BeforeFieldInit	5	2	2	0
0x0200036E	StardewValley.ConsoleAsync.GenericOp	Public, Sealed, BeforeFieldInit	4	1	2	0
0x0200036F	StardewValley.ConsoleAsync.GenericResult	Public, SequentialLayout, Sealed, BeforeFieldInit	0	3	0	0
0x02000370	StardewValley.ConsoleAsync.IAsyncOperation	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	4	0	2	0
0x02000371	StardewValley.Companions.Companion	Public, BeforeFieldInit	15	11	5	0
0x02000372	StardewValley.Companions.FlyingCompanion	Public, BeforeFieldInit	9	17	0	0
