token	declaring_type	method	rva	il_bytes	attributes	impl_attributes
0x060022B3	StardewValley.Network.NetEvents.BaseSetFlagRequest	set_FlagState	0x177250	8	Private, HideBySig, SpecialName	IL
0x060022B4	StardewValley.Network.NetEvents.BaseSetFlagRequest	Read	0x177259	32	Public, Virtual, HideBySig	IL
0x060022B5	StardewValley.Network.NetEvents.BaseSetFlagRequest	Write	0x17727A	32	Public, Virtual, HideBySig	IL
0x060022B6	StardewValley.Network.NetEvents.BaseSetFlagRequest	.ctor	0x17729B	7	Family, HideBySig, SpecialName, RTSpecialName	IL
0x060022B7	StardewValley.Network.NetEvents.BaseSetFlagRequest	.ctor	0x1772A3	24	Family, HideBySig, SpecialName, RTSpecialName	IL
0x060022B8	StardewValley.Network.NetEvents.NutDropRequest	get_Key	0x1772BC	7	Public, HideBySig, SpecialName	IL
0x060022B9	StardewValley.Network.NetEvents.NutDropRequest	set_Key	0x1772C4	8	Private, HideBySig, SpecialName	IL
0x060022BA	StardewValley.Network.NetEvents.NutDropRequest	get_LocationName	0x1772CD	7	Public, HideBySig, SpecialName	IL
0x060022BB	StardewValley.Network.NetEvents.NutDropRequest	set_LocationName	0x1772D5	8	Private, HideBySig, SpecialName	IL
0x060022BC	StardewValley.Network.NetEvents.NutDropRequest	get_Tile	0x1772DE	7	Public, HideBySig, SpecialName	IL
0x060022BD	StardewValley.Network.NetEvents.NutDropRequest	set_Tile	0x1772E6	8	Private, HideBySig, SpecialName	IL
0x060022BE	StardewValley.Network.NetEvents.NutDropRequest	get_Limit	0x1772EF	7	Public, HideBySig, SpecialName	IL
0x060022BF	StardewValley.Network.NetEvents.NutDropRequest	set_Limit	0x1772F7	8	Private, HideBySig, SpecialName	IL
0x060022C0	StardewValley.Network.NetEvents.NutDropRequest	get_RewardAmount	0x177300	7	Public, HideBySig, SpecialName	IL
0x060022C1	StardewValley.Network.NetEvents.NutDropRequest	set_RewardAmount	0x177308	8	Private, HideBySig, SpecialName	IL
0x060022C2	StardewValley.Network.NetEvents.NutDropRequest	.ctor	0x177311	21	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060022C3	StardewValley.Network.NetEvents.NutDropRequest	.ctor	0x177328	67	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060022C4	StardewValley.Network.NetEvents.NutDropRequest	Read	0x177378	72	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x060022C5	StardewValley.Network.NetEvents.NutDropRequest	Write	0x1773CC	83	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x060022C6	StardewValley.Network.NetEvents.SetMailRequest	get_MailType	0x17742B	7	Public, HideBySig, SpecialName	IL
0x060022C7	StardewValley.Network.NetEvents.SetMailRequest	set_MailType	0x177433	8	Private, HideBySig, SpecialName	IL
0x060022C8	StardewValley.Network.NetEvents.SetMailRequest	.ctor	0x17743C	14	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060022C9	StardewValley.Network.NetEvents.SetMailRequest	.ctor	0x17744B	27	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060022CA	StardewValley.Network.NetEvents.SetMailRequest	PerformAction	0x177468	258	Public, Virtual, HideBySig	IL
0x060022CB	StardewValley.Network.NetEvents.SetMailRequest	Read	0x177576	40	Public, Virtual, HideBySig	IL
0x060022CC	StardewValley.Network.NetEvents.SetMailRequest	Write	0x17759F	20	Public, Virtual, HideBySig	IL
0x060022CD	StardewValley.Network.NetEvents.SetMailRequest	ToggleMailbox	0x1775B4	59	Private, HideBySig	IL
0x060022CE	StardewValley.Network.NetEvents.SetSimpleFlagRequest	get_FlagType	0x1775FB	7	Public, HideBySig, SpecialName	IL
0x060022CF	StardewValley.Network.NetEvents.SetSimpleFlagRequest	set_FlagType	0x177603	8	Private, HideBySig, SpecialName	IL
0x060022D0	StardewValley.Network.NetEvents.SetSimpleFlagRequest	.ctor	0x17760C	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060022D1	StardewValley.Network.NetEvents.SetSimpleFlagRequest	.ctor	0x177614	20	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060022D2	StardewValley.Network.NetEvents.SetSimpleFlagRequest	Read	0x177629	20	Public, Virtual, HideBySig	IL
0x060022D3	StardewValley.Network.NetEvents.SetSimpleFlagRequest	Write	0x17763E	20	Public, Virtual, HideBySig	IL
0x060022D4	StardewValley.Network.NetEvents.SetSimpleFlagRequest	PerformAction	0x177654	266	Public, Virtual, HideBySig	IL
0x060022D5	StardewValley.Network.Dedicated.DedicatedServer	get_FakeWarp	0x17776A	16	Public, HideBySig, SpecialName	IL
0x060022D6	StardewValley.Network.Dedicated.DedicatedServer	get_FakeFarmer	0x17777C	46	Public, HideBySig, SpecialName	IL
0x060022D7	StardewValley.Network.Dedicated.DedicatedServer	.ctor	0x1777B8	68	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060022D8	StardewValley.Network.Dedicated.DedicatedServer	Reset	0x177808	72	Public, HideBySig	IL
0x060022D9	StardewValley.Network.Dedicated.DedicatedServer	ResetForNewDay	0x17785C	69	Public, HideBySig	IL
0x060022DA	StardewValley.Network.Dedicated.DedicatedServer	TryForceClientHostEvent	0x1778B0	173	Private, HideBySig	IL
0x060022DB	StardewValley.Network.Dedicated.DedicatedServer	CheckForWarpEvents	0x17796C	649	Private, HideBySig	IL
0x060022DC	StardewValley.Network.Dedicated.DedicatedServer	IsWarping	0x177C38	32	Private, HideBySig	IL
0x060022DD	StardewValley.Network.Dedicated.DedicatedServer	DoHostAction	0x177C5C	216	Public, HideBySig	IL
0x060022DE	StardewValley.Network.Dedicated.DedicatedServer	Tick	0x177D68	1287	Public, HideBySig	IL
0x060022DF	StardewValley.Network.Dedicated.DedicatedServer	HandleFarmerWarp	0x1782BC	30	Assembly, HideBySig	IL
0x060022E0	StardewValley.Network.Dedicated.DedicatedServer	CheckOthersReady	0x1782DC	73	Private, HideBySig	IL
0x060022E1	StardewValley.Network.Dedicated.DedicatedServer	HostSleepInBed	0x178334	71	Private, HideBySig	IL
0x060022E2	StardewValley.Network.Dedicated.DedicatedServer	ProcessEventDone	0x178388	158	Private, HideBySig	IL
0x060022E3	StardewValley.Network.Dedicated.DedicatedServer	ProcessHostAction	0x178434	96	Private, HideBySig	IL
0x060022E4	StardewValley.Network.Dedicated.DedicatedServer	ProcessMessage	0x1784A0	36	Public, HideBySig	IL
0x060022E5	StardewValley.Network.Dedicated.DedicatedServer	<CheckForWarpEvents>b__24_0	0x1784D0	8	Private, HideBySig	IL
0x060022E6	StardewValley.Network.Dedicated.DedicatedServer	<Tick>b__27_0	0x1784D9	7	Private, HideBySig	IL
0x060022E7	StardewValley.Network.Dedicated.DedicatedServer	<Tick>b__27_1	0x1784E1	8	Private, HideBySig	IL
0x060022E8	StardewValley.Network.Compress.INetCompression	CompressAbove	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x060022E9	StardewValley.Network.Compress.INetCompression	DecompressBytes	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x060022EA	StardewValley.Network.Compress.INetCompression	TryDecompressStream	0x0	0	Public, Virtual, HideBySig, VtableLayoutMask, Abstract	IL
0x060022EB	StardewValley.Network.Compress.LZ4NetCompression	CompressAbove	0x1784EC	102	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x060022EC	StardewValley.Network.Compress.LZ4NetCompression	DecompressBytes	0x17855E	17	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x060022ED	StardewValley.Network.Compress.LZ4NetCompression	TryDecompressStream	0x178570	117	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x060022EE	StardewValley.Network.Compress.LZ4NetCompression	DecompressImpl	0x1785F4	70	Private, HideBySig	IL
0x060022EF	StardewValley.Network.Compress.LZ4NetCompression	.ctor	0x178646	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060022F0	StardewValley.Network.Compress.NullNetCompression	CompressAbove	0x17864E	2	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x060022F1	StardewValley.Network.Compress.NullNetCompression	DecompressBytes	0x178651	2	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x060022F2	StardewValley.Network.Compress.NullNetCompression	TryDecompressStream	0x178654	5	Public, Final, Virtual, HideBySig, VtableLayoutMask	IL
0x060022F3	StardewValley.Network.Compress.NullNetCompression	.ctor	0x17865A	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060022F4	StardewValley.Network.ChestHit.ChestHitArgs	.ctor	0x178662	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x060022F5	StardewValley.Network.ChestHit.ChestHitSynchronizer	Reset	0x17866A	23	Public, HideBySig	IL
0x060022F6	StardewValley.Network.ChestHit.ChestHitSynchronizer	Update	0x178684	97	Public, HideBySig	IL
0x060022F7	StardewValley.Network.ChestHit.ChestHitSynchronizer	Sync	0x1786F4	452	Public, HideBySig	IL
0x060022F8	StardewValley.Network.ChestHit.ChestHitSynchronizer	SignalMove	0x1788C4	147	Public, HideBySig	IL
0x060022F9	StardewValley.Network.ChestHit.ChestHitSynchronizer	SignalDelete	0x178974	127	Public, HideBySig	IL
0x060022FA	StardewValley.Network.ChestHit.ChestHitSynchronizer	ProcessMessage	0x178A10	55	Public, HideBySig	IL
0x060022FB	StardewValley.Network.ChestHit.ChestHitSynchronizer	HashPosition	0x178A53	15	Assembly, Static, HideBySig	IL
0x060022FC	StardewValley.Network.ChestHit.ChestHitSynchronizer	ReadLocation	0x178A64	50	Private, Static, HideBySig	IL
0x060022FD	StardewValley.Network.ChestHit.ChestHitSynchronizer	ProcessSync	0x178AA4	306	Private, HideBySig	IL
0x060022FE	StardewValley.Network.ChestHit.ChestHitSynchronizer	ProcessMove	0x178BE4	157	Private, HideBySig	IL
0x060022FF	StardewValley.Network.ChestHit.ChestHitSynchronizer	ProcessDelete	0x178C90	95	Private, HideBySig	IL
0x06002300	StardewValley.Network.ChestHit.ChestHitSynchronizer	.ctor	0x178CFB	29	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002301	StardewValley.Network.ChestHit.ChestHitTimer	Update	0x178D1C	38	Public, HideBySig	IL
0x06002302	StardewValley.Network.ChestHit.ChestHitTimer	.ctor	0x178D4E	14	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002303	StardewValley.NativeClipboard.LinuxSdlClipboard	SDL_GetClipboardText	0x0	0	Private, Static, HideBySig, PinvokeImpl	PreserveSig
0x06002304	StardewValley.NativeClipboard.LinuxSdlClipboard	SDL_SetClipboardText	0x0	0	Private, Static, HideBySig, PinvokeImpl	PreserveSig
0x06002305	StardewValley.NativeClipboard.LinuxSdlClipboard	.ctor	0x178D5D	18	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002306	StardewValley.NativeClipboard.LinuxSdlClipboard	GetTextImpl	0x178D70	6	Family, Virtual, HideBySig	IL
0x06002307	StardewValley.NativeClipboard.LinuxSdlClipboard	SetTextImpl	0x178D77	7	Family, Virtual, HideBySig	IL
0x06002308	StardewValley.NativeClipboard.OsxSdlClipboard	.ctor	0x178D7F	18	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002309	StardewValley.NativeClipboard.SdlClipboard	.cctor	0x178D94	76	Private, Static, HideBySig, SpecialName, RTSpecialName	IL
0x0600230A	StardewValley.NativeClipboard.SdlClipboard	GetText	0x178DEC	104	Public, Static, HideBySig	IL
0x0600230B	StardewValley.NativeClipboard.SdlClipboard	SetText	0x178E7C	93	Public, Static, HideBySig	IL
0x0600230C	StardewValley.NativeClipboard.SdlClipboard	GetPlatformType	0x178F04	44	Private, Static, HideBySig	IL
0x0600230D	StardewValley.NativeClipboard.SdlClipboard	GetTextImpl	0x178F31	27	Family, Virtual, HideBySig, VtableLayoutMask	IL
0x0600230E	StardewValley.NativeClipboard.SdlClipboard	SetTextImpl	0x178F4D	27	Family, Virtual, HideBySig, VtableLayoutMask	IL
0x0600230F	StardewValley.NativeClipboard.SdlClipboard	.ctor	0x178F69	7	Family, HideBySig, SpecialName, RTSpecialName	IL
0x06002310	StardewValley.NativeClipboard.WindowsSdlClipboard	.ctor	0x178F71	18	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002311	StardewValley.Monsters.AngryRoger	.ctor	0x178F84	51	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002312	StardewValley.Monsters.AngryRoger	.ctor	0x178FB8	83	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002313	StardewValley.Monsters.AngryRoger	.ctor	0x179017	61	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002314	StardewValley.Monsters.AngryRoger	reloadSprite	0x179055	33	Public, Virtual, HideBySig	IL
0x06002315	StardewValley.Monsters.AngryRoger	drawAboveAllLayers	0x179078	329	Public, Virtual, HideBySig	IL
0x06002316	StardewValley.Monsters.AngryRoger	takeDamage	0x1791D0	177	Public, Virtual, HideBySig	IL
0x06002317	StardewValley.Monsters.AngryRoger	localDeathAnimation	0x179290	136	Family, Virtual, HideBySig	IL
0x06002318	StardewValley.Monsters.AngryRoger	sharedDeathAnimation	0x179324	1	Family, Virtual, HideBySig	IL
0x06002319	StardewValley.Monsters.AngryRoger	updateAnimation	0x179328	867	Family, Virtual, HideBySig	IL
0x0600231A	StardewValley.Monsters.AngryRoger	behaviorAtGameTick	0x179698	447	Public, Virtual, HideBySig	IL
0x0600231B	StardewValley.Monsters.Bat	.ctor	0x179864	163	Public, HideBySig, SpecialName, RTSpecialName	IL
0x0600231C	StardewValley.Monsters.Bat	.ctor	0x179914	212	Public, HideBySig, SpecialName, RTSpecialName	IL
0x0600231D	StardewValley.Monsters.Bat	.ctor	0x1799F4	1045	Public, HideBySig, SpecialName, RTSpecialName	IL
0x0600231E	StardewValley.Monsters.Bat	initNetFields	0x179E18	126	Family, Virtual, HideBySig	IL
0x0600231F	StardewValley.Monsters.Bat	reloadSprite	0x179EA4	77	Public, Virtual, HideBySig	IL
0x06002320	StardewValley.Monsters.Bat	ModifyMonsterLoot	0x179EFD	25	Public, Virtual, HideBySig	IL
0x06002321	StardewValley.Monsters.Bat	getExtraDropItems	0x179F18	908	Public, Virtual, HideBySig	IL
0x06002322	StardewValley.Monsters.Bat	takeDamage	0x17A2B0	1560	Public, Virtual, HideBySig	IL
0x06002323	StardewValley.Monsters.Bat	shedChunks	0x17A8D4	183	Public, Virtual, HideBySig	IL
0x06002324	StardewValley.Monsters.Bat	onDealContactDamage	0x17A998	117	Public, Virtual, HideBySig	IL
0x06002325	StardewValley.Monsters.Bat	drawAboveAllLayers	0x17AA1C	4105	Public, Virtual, HideBySig	IL
0x06002326	StardewValley.Monsters.Bat	behaviorAtGameTick	0x17BA34	1707	Public, Virtual, HideBySig	IL
0x06002327	StardewValley.Monsters.Bat	updateAnimation	0x17C0EC	780	Family, Virtual, HideBySig	IL
0x06002328	StardewValley.Monsters.BigSlime	.ctor	0x17C404	29	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002329	StardewValley.Monsters.BigSlime	.ctor	0x17C422	41	Public, HideBySig, SpecialName, RTSpecialName	IL
0x0600232A	StardewValley.Monsters.BigSlime	.ctor	0x17C44C	805	Public, HideBySig, SpecialName, RTSpecialName	IL
0x0600232B	StardewValley.Monsters.BigSlime	initNetFields	0x17C77D	46	Family, Virtual, HideBySig	IL
0x0600232C	StardewValley.Monsters.BigSlime	reloadSprite	0x17C7AC	99	Public, Virtual, HideBySig	IL
0x0600232D	StardewValley.Monsters.BigSlime	takeDamage	0x17C81C	544	Public, Virtual, HideBySig	IL
0x0600232E	StardewValley.Monsters.BigSlime	localDeathAnimation	0x17CA48	354	Family, Virtual, HideBySig	IL
0x0600232F	StardewValley.Monsters.BigSlime	updateAnimation	0x17CBB8	211	Family, Virtual, HideBySig	IL
0x06002330	StardewValley.Monsters.BigSlime	getExtraDropItems	0x17CC97	43	Public, Virtual, HideBySig	IL
0x06002331	StardewValley.Monsters.BigSlime	draw	0x17CCC4	520	Public, Virtual, HideBySig	IL
0x06002332	StardewValley.Monsters.BigSlime	GetBoundingBox	0x17CED8	48	Public, Virtual, HideBySig	IL
0x06002333	StardewValley.Monsters.BigSlime	shedChunks	0x17CF14	1	Public, Virtual, HideBySig	IL
0x06002334	StardewValley.Monsters.BlueSquid	.ctor	0x17CF16	51	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002335	StardewValley.Monsters.BlueSquid	.ctor	0x17CF4C	173	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002336	StardewValley.Monsters.BlueSquid	initNetFields	0x17D008	120	Family, Virtual, HideBySig	IL
0x06002337	StardewValley.Monsters.BlueSquid	reloadSprite	0x17D08C	22	Public, Virtual, HideBySig	IL
0x06002338	StardewValley.Monsters.BlueSquid	takeDamage	0x17D0A4	249	Public, Virtual, HideBySig	IL
0x06002339	StardewValley.Monsters.BlueSquid	sharedDeathAnimation	0x17D1AC	160	Family, Virtual, HideBySig	IL
0x0600233A	StardewValley.Monsters.BlueSquid	localDeathAnimation	0x17D258	483	Family, Virtual, HideBySig	IL
0x0600233B	StardewValley.Monsters.BlueSquid	GetBoundingBox	0x17D448	60	Public, Virtual, HideBySig	IL
0x0600233C	StardewValley.Monsters.BlueSquid	drawAboveAllLayers	0x17D490	408	Public, Virtual, HideBySig	IL
0x0600233D	StardewValley.Monsters.BlueSquid	updateAnimation	0x17D634	268	Family, Virtual, HideBySig	IL
0x0600233E	StardewValley.Monsters.BlueSquid	noMovementProgressNearPlayerBehavior	0x17D74C	1	Public, Virtual, HideBySig	IL
0x0600233F	StardewValley.Monsters.BlueSquid	behaviorAtGameTick	0x17D750	1819	Public, Virtual, HideBySig	IL
0x06002340	StardewValley.Monsters.Bug	.ctor	0x17DE77	19	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002341	StardewValley.Monsters.Bug	.ctor	0x17DE8C	81	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002342	StardewValley.Monsters.Bug	.ctor	0x17DEEC	189	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002343	StardewValley.Monsters.Bug	.ctor	0x17DFB5	29	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002344	StardewValley.Monsters.Bug	initNetFields	0x17DFD3	30	Family, Virtual, HideBySig	IL
0x06002345	StardewValley.Monsters.Bug	updateMonsterSlaveAnimation	0x17DFF2	31	Family, Virtual, HideBySig	IL
0x06002346	StardewValley.Monsters.Bug	reloadSprite	0x17E012	32	Public, Virtual, HideBySig	IL
0x06002347	StardewValley.Monsters.Bug	collide	0x17E034	100	Private, HideBySig	IL
0x06002348	StardewValley.Monsters.Bug	BuffForAdditionalDifficulty	0x17E0B4	52	Public, Virtual, HideBySig	IL
0x06002349	StardewValley.Monsters.Bug	takeDamage	0x17E0EC	278	Public, Virtual, HideBySig	IL
0x0600234A	StardewValley.Monsters.Bug	getExtraDropItems	0x17E210	68	Public, Virtual, HideBySig	IL
0x0600234B	StardewValley.Monsters.Bug	draw	0x17E260	513	Public, Virtual, HideBySig	IL
0x0600234C	StardewValley.Monsters.Bug	localDeathAnimation	0x17E470	142	Family, Virtual, HideBySig	IL
0x0600234D	StardewValley.Monsters.Bug	shedChunks	0x17E50C	93	Public, Virtual, HideBySig	IL
0x0600234E	StardewValley.Monsters.DinoMonster	.ctor	0x17E575	43	Public, HideBySig, SpecialName, RTSpecialName	IL
0x0600234F	StardewValley.Monsters.DinoMonster	.ctor	0x17E5A4	188	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002350	StardewValley.Monsters.DinoMonster	initNetFields	0x17E66C	62	Family, Virtual, HideBySig	IL
0x06002351	StardewValley.Monsters.DinoMonster	reloadSprite	0x17E6AB	45	Public, Virtual, HideBySig	IL
0x06002352	StardewValley.Monsters.DinoMonster	draw	0x17E6DC	487	Public, Virtual, HideBySig	IL
0x06002353	StardewValley.Monsters.DinoMonster	GetBoundingBox	0x17E8E0	69	Public, Virtual, HideBySig	IL
0x06002354	StardewValley.Monsters.DinoMonster	getExtraDropItems	0x17E934	122	Public, Virtual, HideBySig	IL
0x06002355	StardewValley.Monsters.DinoMonster	ShouldMonsterBeRemoved	0x17E9BC	65	Public, Virtual, HideBySig	IL
0x06002356	StardewValley.Monsters.DinoMonster	sharedDeathAnimation	0x17EA1C	230	Family, Virtual, HideBySig	IL
0x06002357	StardewValley.Monsters.DinoMonster	localDeathAnimation	0x17EB10	81	Family, Virtual, HideBySig	IL
0x06002358	StardewValley.Monsters.DinoMonster	update	0x17EB70	66	Public, Virtual, HideBySig	IL
0x06002359	StardewValley.Monsters.DinoMonster	behaviorAtGameTick	0x17EBD0	1216	Public, Virtual, HideBySig	IL
0x0600235A	StardewValley.Monsters.DinoMonster	updateAnimation	0x17F09C	350	Family, Virtual, HideBySig	IL
0x0600235B	StardewValley.Monsters.DinoMonster	updateMonsterSlaveAnimation	0x17F208	233	Family, Virtual, HideBySig	IL
0x0600235C	StardewValley.Monsters.Duggy	.ctor	0x17F2FD	14	Public, HideBySig, SpecialName, RTSpecialName	IL
0x0600235D	StardewValley.Monsters.Duggy	.ctor	0x17F30C	53	Public, HideBySig, SpecialName, RTSpecialName	IL
0x0600235E	StardewValley.Monsters.Duggy	.ctor	0x17F342	53	Public, HideBySig, SpecialName, RTSpecialName	IL
0x0600235F	StardewValley.Monsters.Duggy	initNetFields	0x17F378	26	Family, Virtual, HideBySig	IL
0x06002360	StardewValley.Monsters.Duggy	takeDamage	0x17F394	128	Public, Virtual, HideBySig	IL
0x06002361	StardewValley.Monsters.Duggy	localDeathAnimation	0x17F420	116	Family, Virtual, HideBySig	IL
0x06002362	StardewValley.Monsters.Duggy	sharedDeathAnimation	0x17F4A0	1	Family, Virtual, HideBySig	IL
0x06002363	StardewValley.Monsters.Duggy	update	0x17F4A4	249	Public, Virtual, HideBySig	IL
0x06002364	StardewValley.Monsters.Duggy	draw	0x17F5AC	427	Public, Virtual, HideBySig	IL
0x06002365	StardewValley.Monsters.Duggy	behaviorAtGameTick	0x17F764	672	Public, Virtual, HideBySig	IL
0x06002366	StardewValley.Monsters.DustSpirit	.ctor	0x17FA10	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002367	StardewValley.Monsters.DustSpirit	.ctor	0x17FA18	90	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002368	StardewValley.Monsters.DustSpirit	.ctor	0x17FA80	87	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002369	StardewValley.Monsters.DustSpirit	draw	0x17FAE4	651	Public, Virtual, HideBySig	IL
0x0600236A	StardewValley.Monsters.DustSpirit	sharedDeathAnimation	0x17FD7B	1	Family, Virtual, HideBySig	IL
0x0600236B	StardewValley.Monsters.DustSpirit	localDeathAnimation	0x17FD80	450	Family, Virtual, HideBySig	IL
0x0600236C	StardewValley.Monsters.DustSpirit	shedChunks	0x17FF50	98	Public, Virtual, HideBySig	IL
0x0600236D	StardewValley.Monsters.DustSpirit	offScreenBehavior	0x17FFBE	1	Public, HideBySig	IL
0x0600236E	StardewValley.Monsters.DustSpirit	CaughtInWeb	0x17FFC0	61	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x0600236F	StardewValley.Monsters.DustSpirit	updateAnimation	0x18000C	227	Family, Virtual, HideBySig	IL
0x06002370	StardewValley.Monsters.DustSpirit	behaviorAtGameTick	0x1800FC	935	Public, Virtual, HideBySig	IL
0x06002371	StardewValley.Monsters.DwarvishSentry	.ctor	0x1804C0	7	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002372	StardewValley.Monsters.DwarvishSentry	.ctor	0x1804C8	108	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002373	StardewValley.Monsters.DwarvishSentry	reloadSprite	0x180540	17	Public, Virtual, HideBySig	IL
0x06002374	StardewValley.Monsters.DwarvishSentry	takeDamage	0x180554	134	Public, Virtual, HideBySig	IL
0x06002375	StardewValley.Monsters.DwarvishSentry	localDeathAnimation	0x1805E8	540	Family, Virtual, HideBySig	IL
0x06002376	StardewValley.Monsters.DwarvishSentry	drawAboveAllLayers	0x180810	492	Public, Virtual, HideBySig	IL
0x06002377	StardewValley.Monsters.DwarvishSentry	updateAnimation	0x180A08	175	Family, Virtual, HideBySig	IL
0x06002378	StardewValley.Monsters.DwarvishSentry	behaviorAtGameTick	0x180AC4	166	Public, Virtual, HideBySig	IL
0x06002379	StardewValley.Monsters.Fly	.ctor	0x180B76	18	Public, HideBySig, SpecialName, RTSpecialName	IL
0x0600237A	StardewValley.Monsters.Fly	.ctor	0x180B89	9	Public, HideBySig, SpecialName, RTSpecialName	IL
0x0600237B	StardewValley.Monsters.Fly	.ctor	0x180B94	117	Public, HideBySig, SpecialName, RTSpecialName	IL
0x0600237C	StardewValley.Monsters.Fly	setHard	0x180C15	44	Public, HideBySig	IL
0x0600237D	StardewValley.Monsters.Fly	reloadSprite	0x180C42	47	Public, Virtual, HideBySig	IL
0x0600237E	StardewValley.Monsters.Fly	takeDamage	0x180C74	295	Public, Virtual, HideBySig	IL
0x0600237F	StardewValley.Monsters.Fly	drawAboveAllLayers	0x180DA8	555	Public, Virtual, HideBySig	IL
0x06002380	StardewValley.Monsters.Fly	drawAboveAlwaysFrontLayer	0x180FDF	34	Public, Virtual, HideBySig	IL
0x06002381	StardewValley.Monsters.Fly	updateAnimation	0x181004	1199	Family, Virtual, HideBySig	IL
0x06002382	StardewValley.Monsters.Fly	behaviorAtGameTick	0x1814C0	194	Public, Virtual, HideBySig	IL
0x06002383	StardewValley.Monsters.Fly	Removed	0x18158E	23	Public, Virtual, HideBySig	IL
0x06002384	StardewValley.Monsters.Ghost	.ctor	0x1815A8	86	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002385	StardewValley.Monsters.Ghost	.ctor	0x18160C	118	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002386	StardewValley.Monsters.Ghost	.ctor	0x181690	139	Public, HideBySig, SpecialName, RTSpecialName	IL
0x06002387	StardewValley.Monsters.Ghost	initNetFields	0x181728	69	Family, Virtual, HideBySig	IL
0x06002388	StardewValley.Monsters.Ghost	reloadSprite	0x181779	33	Public, Virtual, HideBySig	IL
0x06002389	StardewValley.Monsters.Ghost	GetBaseDifficultyLevel	0x18179B	23	Public, Virtual, HideBySig	IL
0x0600238A	StardewValley.Monsters.Ghost	getExtraDropItems	0x1817B4	113	Public, Virtual, HideBySig	IL
0x0600238B	StardewValley.Monsters.Ghost	drawAboveAllLayers	0x181834	329	Public, Virtual, HideBySig	IL
0x0600238C	StardewValley.Monsters.Ghost	takeDamage	0x18198C	217	Public, Virtual, HideBySig	IL
0x0600238D	StardewValley.Monsters.Ghost	localDeathAnimation	0x181A74	136	Family, Virtual, HideBySig	IL
0x0600238E	StardewValley.Monsters.Ghost	sharedDeathAnimation	0x181B08	1	Family, Virtual, HideBySig	IL
0x0600238F	StardewValley.Monsters.Ghost	updateAnimation	0x181B0C	1347	Family, Virtual, HideBySig	IL
0x06002390	StardewValley.Monsters.Ghost	UpdateVariantAnimation	0x18205C	353	Public, Virtual, HideBySig, VtableLayoutMask	IL
0x06002391	StardewValley.Monsters.Ghost	noMovementProgressNearPlayerBehavior	0x1821C9	1	Public, Virtual, HideBySig	IL
0x06002392	StardewValley.Monsters.Ghost	behaviorAtGameTick	0x1821CC	1558	Public, Virtual, HideBySig	IL
0x06002393	StardewValley.Monsters.Ghost	<initNetFields>b__16_0	0x1827EE	12	Private, HideBySig	IL
0x06002394	StardewValley.Monsters.GreenSlime	initNetFields	0x1827FC	274	Family, Virtual, HideBySig	IL
0x06002395	StardewValley.Monsters.GreenSlime	.ctor	0x18291C	189	Public, HideBySig, SpecialName, RTSpecialName	IL
